date,US-AK,US-AL,US-AR,US-AZ,US-CA,US-CO,US-CT,US-DC,US-DE,US-FL,US-GA,US-HI,US-IA,US-ID,US-IL,US-IN,US-KS,US-KY,US-LA,US-MA,US-MD,US-ME,US-MI,US-MN,US-MO,US-MS,US-MT,US-NC,US-ND,US-NE,US-NH,US-NJ,US-NM,US-NV,US-NY,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VA,US-VT,US-WA,US-WI,US-WV,US-WY,US,PR
2022-10-22,16.866857512334608,84.69375577360587,10.561207300917745,24.682867261508928,-25.02993437418635,30.693504663850614,19.404469549070626,1.9950585863733006,3.8880499601096807,174.29741065266685,116.90445906626783,1.5022199645128185,11.790225635106905,-0.4754433230234793,57.302356951972556,72.91512981988319,17.522956637985946,32.072054250660806,86.76506691044209,27.636269676452468,70.67956115437242,-3.642101521237227,13.668748069454084,78.68090650411627,-9.231192122321437,47.431948600081014,-0.7490883993075463,130.02199936419123,5.18090497967592,23.4081821489244,-9.814297587882232,32.85452179025362,9.992121812326292,14.106230785310407,19.565561528486754,45.80317059335438,-6.336957289560543,14.875801578837136,-28.661657006893623,-8.298563238951498,99.02054058427794,2.3476572953419157,52.59590526392814,515.902154549474,15.702856515152032,230.9441693142585,-2.349280876696833,43.56332642624002,-13.700272591446975,18.744539667556673,3.7115241256819274,3284.609656142354,31.805236604190576
2022-10-29,-11.047326705981082,166.6529798294519,73.28157121289351,108.66154447960884,31.292651318527657,25.46533339917342,39.833555894376474,0.8650102281946023,8.98676776267482,374.40621657501805,268.6949170446888,6.342648323350875,-5.110086543878305,-2.861152186910284,116.17638624855934,66.12645404109735,32.133425089237655,74.15679949081293,120.84531915509139,47.63666854299717,78.59959917749353,1.174779242239982,36.13986114027948,-7.610735347819312,24.125621367416908,116.29000368760792,0.3364081447837036,47.771742286873504,4.99690055410906,42.57661572662342,-12.829846995359288,102.61519458286655,52.997059567314054,20.131838004357693,174.63533925925586,89.24124557226453,7.160010555500288,8.623387001468389,126.81415762970279,5.815544629681915,178.3464472385502,10.888909122381769,161.40145958144205,669.5108552490431,4.373595143237884,215.64619405213585,2.407023710360898,15.867692666152921,-15.356177396520662,19.447457456391742,3.909728073583072,3284.4016664627893,100.57135264219926
2022-11-05,6.83143981639689,135.7750232009954,124.3442911672916,69.86253193506565,7.8561272905713775,20.120578808276804,25.158978341648005,5.680303933999764,17.961706421221592,334.153290484237,238.6380177692249,6.433152568536926,18.955697797461163,17.234961137195747,139.8299253376166,75.93509249850912,30.199908783199216,121.35025908282157,164.320552140678,30.594628974478884,117.6196849160017,3.21633678750427,57.50851582792874,25.96072091808833,42.94567873337742,153.80031946382317,5.524462206882727,185.46008105911054,11.179588554032906,37.448287072573926,6.840524318226897,76.04102078629536,72.55786672588258,40.15598373692604,159.04414294962191,165.93477656801562,31.640926837996037,24.800503860142676,165.8844210984916,3.6192528246099065,157.11489492228276,14.407058753712203,181.84840074497149,874.6058757756268,7.196896811798849,305.63971487351097,1.239382783981886,57.51545815452544,13.14518916900722,42.66557983886808,6.57773640750849,6583.04923739816,52.46179204115153
2022-11-12,17.774987290503294,201.07822951287454,114.53423634565026,156.85951252314928,886.4235264409086,92.09455466443895,57.83247486081325,12.260808579496386,28.72360324470618,364.2287899302259,121.34162901662252,2.702637001786779,29.23353132429469,25.101976559581722,261.1659700509231,67.97770851102591,47.90466921714555,123.6469474925641,110.13655583413484,44.246308861079456,164.6019716866119,2.8427541667221154,133.6882284890329,64.4904754921041,54.638769796184675,116.07947982558265,5.946291533102494,139.58537847356973,23.93325154254184,27.94508846663866,-8.261589226684123,191.77390192603042,65.27799968353175,83.80981689696262,318.6804621402411,210.37653275986025,50.89879642746955,37.07426602527395,241.82644080687464,-4.924231855226815,158.36486090065173,11.407584402217445,223.92980282788568,907.4778105590777,20.3002837552955,206.16907476119493,-4.349911797068554,126.43185523161071,54.97855025696754,50.62143938165575,12.387010669050936,6551.430472460542,79.01934646769129
2022-11-19,-0.02793536313698486,247.5805090211409,205.86820554315145,284.90708505201616,1642.5810137218134,93.90927211269201,76.0219000959357,16.35455213229168,32.440856794056735,452.1208797691714,281.1526349256827,6.381933006409933,67.93164939137954,32.03974442109607,553.3956205987283,167.24137317257293,76.90313368899453,167.74639266781165,181.50431187056475,120.38842417856931,219.06259380543028,19.064017567108493,150.51257621346144,172.09079842783441,174.4483968524411,175.89725101298885,10.718631458684959,239.81725711029551,22.274345542743813,51.26344476016237,7.335517815309114,292.63143218513113,48.41398457310765,78.91466177129544,360.36079556917167,239.0401320938312,79.41135266566451,155.31299573777832,437.2462838995431,3.6768019466516266,219.9630280115592,18.020399982210957,270.89119918787907,1120.119340705456,62.44489288838592,305.1936109726532,8.782617124871354,295.13228192462344,123.34593392958335,65.53346900736535,20.376022511561242,9989.823315982629,52.06762605116362
2022-11-26,5.345196579255686,221.20499693765365,245.93826487401327,524.9422112419758,1607.964787297522,64.82066834731366,196.86146900336843,41.26106842224998,55.37219010646792,595.7269290055533,201.87148891425963,23.18074137216279,84.01013565817128,59.2857394203193,638.6932592340324,227.6401876740147,132.61127381354348,330.1510115735455,207.56487279369105,196.4339649185684,195.09742239009492,33.07301053381143,322.5275232841098,244.31816351336096,362.48048518200613,193.05800514805225,15.59788052392853,496.36923013846126,18.428077375955343,73.74918781897975,20.77124774293257,223.9824497875862,86.51320247057922,136.56771891821418,775.342298608698,559.1840347389924,311.22447689679115,260.46307807968026,806.8510454079666,6.080856426346324,240.07830536071847,29.22419506919085,367.0614878056546,1778.1068075198427,40.54155470886287,355.1508003067167,13.544126978027164,494.49317987907096,162.05317426835785,124.7862939909323,21.557248368286054,18719.426286495378,52.06243995506401
2022-12-03,27.504436666920846,241.90191487316804,309.0353708625027,508.85569490711987,1118.527108878799,73.38238969299601,217.4422002785274,29.31502135745056,33.515503339010586,574.8184525028836,274.0395757684965,6.646086464448276,111.23023414004521,109.59588214757159,532.5983750022277,483.33554442763517,143.44276550740963,453.4958562223723,215.4248137248609,339.5825987099869,214.78328483991083,40.41311022792161,444.596787519976,191.50951048902036,442.93142353950657,217.91879108873718,26.531289966493265,449.33177031525594,28.365005058806776,74.54759320835994,43.07979720858773,593.6771886124967,144.28934966040734,197.63132330641648,830.1412395774083,424.93748648338027,357.7170097886385,361.8908439512498,646.4279633749272,15.68873847674731,172.57687585827898,40.0346040738838,352.69947914818516,1240.0479239920533,49.147817011222656,263.57611015591675,22.430968601696737,466.5081328390503,292.66737193740585,102.93939591292644,21.30655014806315,18789.943123941783,75.29444805733922
2022-12-10,30.26689411328727,223.3237894219585,245.34458876408726,459.2271485248456,968.0505761992798,114.3929862684635,335.29711888323254,21.08241091226079,25.64821281138139,542.1950435857143,236.04684302294865,16.204943948448694,176.57357198027998,116.58671666854639,613.2477445973956,312.58303137719025,118.74163229721388,385.67912206078114,193.85983901785488,446.6156829855766,187.5245916850078,113.60595789369707,649.6505118081897,188.64721382506343,288.0784098865732,181.25303699755435,47.97584685811594,230.8570070908951,25.077869897355377,92.5078099614135,28.749915497450594,524.0326070028891,101.64675548986143,164.4709921310555,930.0764989555555,679.0892102839211,393.50174016827293,365.7629163346656,782.5581757994715,16.359547968891285,160.2209093132752,58.705883845464264,342.170721534567,1503.8024495404304,25.71429815402093,286.52078774410984,22.80718289541289,566.0832665799488,350.07395296931554,113.32761204190528,20.242283259435002,20646.05621244318,66.18234779757137
2022-12-17,33.37597100978697,131.92416681176405,186.1371994305989,517.9707187130339,960.1946846420667,169.77048524958602,209.65270158642738,21.590089144277822,22.255225025664043,719.0276201599485,206.47170783097022,22.14858961680783,185.45816363827416,128.41821796148506,519.1730393131259,436.80096618370305,119.18923944695567,316.78598832969067,203.84303698766973,505.3912906789638,248.83101019232083,82.36391954382925,770.7670181041683,103.12032635743688,257.14024799577726,215.42966913124053,36.76174003391457,348.90369160152534,38.032973931117525,54.39357571953279,20.623313692089038,333.98512271005376,223.8546721961179,141.4556419474728,1281.7198074219427,452.1912430915478,283.68141243803376,370.9828853753683,1021.9709507313502,33.92900856175717,176.48021016894407,44.166171327014524,206.452856241895,1316.4001696083117,46.46474094079827,258.29205225593256,29.07814107305312,381.9645901799546,366.77453912948533,105.1177974824773,17.394001153802442,19311.37249036691,90.0669475374612
2022-12-24,20.058835828863984,183.42167256044672,204.4349931317457,351.3160307266157,992.0646400069676,185.16008188437976,216.96485641745548,20.178149772838847,15.698309445027814,597.0084502089891,170.03530439985065,15.285260240536111,171.86023817469993,118.90013689896402,628.4935567636923,397.70373166744065,124.00802289169934,319.7262837579338,213.03990153277675,511.85294464686297,181.32655149471375,98.81128380807499,889.4029420447059,102.03708607952979,491.189901511732,169.03112665039208,37.799803373610295,290.1748252622148,50.55459302978208,101.73877240233928,77.46186264277215,402.2685900680708,227.01760020072172,146.97892876474336,1303.272266890614,452.4352566065329,507.23798986378654,437.8250546632496,934.3007573395702,48.32006374825157,124.84526504013968,25.646916851866386,239.67482295839878,1394.822472259412,50.60330268526421,263.32628698228234,40.81389676099554,405.1124304518921,293.4033739931502,86.79998767711788,20.566828443467568,18206.308563808412,70.58809475126415
