date,US-AK,US-AL,US-AR,US-AZ,US-CA,US-CO,US-CT,US-DC,US-DE,US-FL,US-GA,US-HI,US-IA,US-ID,US-IL,US-IN,US-KS,US-KY,US-LA,US-MA,US-MD,US-ME,US-MI,US-MN,US-MO,US-MS,US-MT,US-NC,US-ND,US-NE,US-NH,US-NJ,US-NM,US-NV,US-NY,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VA,US-VT,US-WA,US-WI,US-WV,US-WY,US,PR
2022-10-22,17.986927861132852,105.88177300179235,30.42330365638214,42.56117527161047,192.5972745896297,68.01822997195005,-0.07578486040054819,4.787818251006156,15.008408522472935,222.65456751458146,133.6060597787513,-1.9344430102624706,12.83462910707271,-15.46508368910338,15.022820090775777,38.97157419942179,12.745973162223653,71.38931083225692,40.04118481587172,87.85766283736552,19.900062912656228,1.1833021633822556,69.16820144186632,76.64044333403348,66.07482367602499,37.87947797122912,-1.6707615101916917,138.0679708574071,9.549782192777052,-0.21898586547172555,0.08290020815871324,56.7067599362871,39.842776855000245,42.51712047155979,10.209145225236906,50.90368040220154,12.956272249607226,48.26023785410778,88.45530682688243,-8.298563238951498,131.79378298392595,2.5562027510390206,47.62395519384329,264.1553255982076,9.10648957807471,102.66974785999571,-2.349280876696833,-22.08082031525173,41.28305035245169,18.744539667556673,2.659558533468913,3676.4206596740514,-11.467477492440276
2022-10-29,16.267841379123816,177.02776383612164,57.871233705843004,11.839183463158594,140.30863487762497,74.21261977365012,26.767408800538465,9.404516240867697,0.09008147353500867,346.7292002659806,225.29541554295628,5.801169539277799,10.750076463137063,18.60420985904767,166.73528404345117,107.89160326362571,16.389233534456,70.27638688167333,100.19866673053488,42.03853788833166,84.82043026571102,-3.9226190368612337,107.57960232740393,0.5442822165620422,68.28147854850897,121.8304790217724,0.8974937366054115,228.8016833599374,2.4948463867326534,23.38356052701248,6.7245626195483,45.573140608575805,41.007454296058654,48.16661759936009,45.483672914923474,94.49329002639213,3.7966030053563324,14.665709509748382,181.05153872986506,5.815544629681915,181.2349864856708,3.5126091890722684,137.75799119023782,711.289710226359,0.38287264833410883,230.9503554109649,2.407023710360898,19.65057647731358,28.38888827662706,19.447457456391742,8.921833424904788,2914.273662360594,36.65178911291432
2022-11-05,11.838194348402965,183.17753517523192,121.11953043156225,65.94492861230127,331.43821107239813,64.80932859401032,30.06468978500063,16.73279250397237,18.03398390106195,307.52044221093115,228.4522537033432,9.810577243591476,8.27480550621486,4.831177573781746,126.70798946060276,127.56076558556437,17.708423180182216,157.23831496628335,126.18035363103944,12.644185656411025,129.44828168313063,-1.5540934890489795,165.00114283731727,49.142275095392264,51.49559801131406,128.9908767126392,8.07714159327629,141.41220143089407,1.3459275511427855,44.27379851570327,7.257447634938377,164.54212172516898,57.20535620885322,40.23613260418178,160.17480998794318,126.48374001373178,4.274596396158037,35.50074385553052,139.52562192932854,3.6192528246099065,154.2574568683803,16.022889935613147,97.79030277160815,882.7429673985465,15.02980442812966,243.64915460389196,1.239382783981886,57.96343845305771,22.133432887484428,42.66557983886808,6.529641676133793,3472.4948745643173,38.37324402436969
2022-11-12,14.256239450483097,142.7498406884003,129.36497725622044,187.76104036202142,905.8566723472796,67.18594793373606,57.8741134115989,25.945539956247078,19.628389456606428,369.54363673027024,181.6805737013981,-0.4241238484771429,11.701856396272342,30.83608858529076,240.00688582533334,154.42551037702054,51.69455876001267,130.9848043616053,82.57992313605786,48.11408875956175,155.17498066027662,9.604579714097797,113.65482337499071,157.95467649258416,140.7078834233546,113.92009773698051,2.467925561478451,198.12787654261544,12.825469662003787,55.55998542619211,5.958787803300572,159.60690345058518,53.84717292040046,75.68150471636706,19.092470877953428,237.72810807555933,63.97551890582786,57.181689966012584,326.6739536827446,-4.924231855226815,119.90938489367595,12.00254624483164,145.29555443639168,1032.5253657234714,-22.065517814599083,133.6019175831457,-4.349911797068554,102.01115395530782,70.51653851470063,50.62143938165575,15.829946847188802,4413.412171782219,96.86325175263342
2022-11-19,11.038152634466767,225.89344787300226,189.72297143570785,247.8220348364077,1491.6853458600517,115.65626506703236,92.90327779522903,19.740656044706977,25.46211620605056,488.77066591474846,308.0015716828792,6.713269355031521,55.430447625239374,68.53658785291113,412.4732089419806,266.1373313832727,77.90343174457776,152.93618298658308,165.29946822500253,68.7215967738571,179.3974482041125,16.204194353020416,165.78651691676782,209.3217210957021,280.58658141994715,207.11718538830448,13.062594905688915,434.7309190030896,14.509989939010234,44.17782133384452,20.21202923456867,265.9514884125033,92.4627883164979,68.95467346745389,248.41291414977448,220.69023761056587,129.33115983727353,162.70751041775614,475.1852458347234,3.6768019466516266,230.50698085239964,16.587016806952562,279.76084984152186,972.6436518233046,73.9683041120715,237.65973012827735,8.782617124871354,313.0691256569745,138.26654923733562,65.53346900736535,16.28187677316568,11500.140001014866,81.38174522538726
2022-11-26,27.59691342164707,238.7987377661726,300.3325323765279,432.65317225500365,1749.2848667367516,69.11396008943676,213.88656742120727,34.046349999758014,46.65971706977325,628.3328187925135,239.6209410324211,6.214409809359103,125.2735744797528,60.09390596437353,729.2420617142343,421.4838857544719,170.27294843493004,283.0258579865003,233.1673735133566,238.1549163011646,188.2287139455134,26.74189237840856,300.8261496278072,268.7277881918461,485.0180093856941,191.14476891505834,14.48853214011929,445.4128376399072,9.54494874694943,79.56726807602182,11.730488348048153,411.3199487962813,134.92514644136642,188.1026686324213,736.7129151288029,605.7024275121976,324.3894252804206,277.97271012409203,929.781489304946,6.080856426346324,233.2083564778673,37.94818115201488,386.50810621933243,1940.9856925704476,48.562337505090525,338.0380951108066,13.544126978027164,363.57313538830493,301.77298886781995,124.7862939909323,22.49156600556985,20238.886575483575,62.818123958973885
2022-12-03,34.06745627986014,267.9303573179804,304.07627965556065,502.25804855326095,897.8306268055868,115.31219396205098,234.92679710496307,31.548624184957653,40.77328092768276,716.0335906668505,222.34801958344593,7.864298261019596,170.3542881995127,79.08143623002186,440.43800880699746,501.5589701575015,145.08171048993765,396.9960002213172,193.06982670525576,384.11776355304147,138.6727157781997,52.11628683414923,438.8538077121651,321.08495657047695,659.7546886968718,196.25323123807962,25.5017994858066,385.4319433128734,26.104808990235114,69.78444983255633,39.917001271565546,576.8355976532357,166.95021406287682,247.72475393310674,1017.5646829515094,496.33044726569045,451.81525669585363,366.86136802232096,710.5449976438186,15.68873847674731,167.85506866573758,17.55071834042727,308.8467898414726,1254.660646684037,61.403154581814434,240.03029532914283,22.430968601696737,557.1958765843664,276.1737639842197,102.93939591292644,18.15976221604604,18572.66454822318,51.67529704551339
2022-12-10,19.757975969836025,253.2192615757506,203.4581220389873,547.2768104421825,1174.528567717469,164.77583529316993,270.5807216758111,27.019928264812105,17.6841038642219,662.8267254684092,167.98539881438865,20.172218500275324,185.56094475537765,136.77267757094666,695.3064225134699,492.20345341650494,129.94338415730968,441.9881648292169,120.183172357062,394.5655853299853,211.78339948563945,94.85014868312368,602.1746974499641,228.08748130345506,437.57598251771543,196.5554845943519,47.304995841069754,304.4457731775281,25.319289326194742,92.20942768439754,35.727299592646744,443.8531827524594,199.71270576182133,196.58762657926079,495.19975873806436,583.7536965456085,454.3075752648422,352.26634611954523,830.0302065101523,16.359547968891285,182.99721659841802,76.08732379207744,273.5821151904688,1586.3812288674192,23.117387719811532,307.20372852566305,22.80718289541289,547.4315799822642,344.1652073113457,113.32761204190528,17.282427509676165,14543.901317726762,79.50576867323736
2022-12-17,26.990095629894242,181.01635492442838,161.10144754456394,511.7808130541616,1663.0892383911632,181.82060942884092,243.16229197275794,25.258540243863788,16.699150771801513,683.373640331102,175.83996280670914,22.692842213581876,240.81440401844412,136.08903656468644,652.9139646738723,501.3093792764716,122.5138315486017,411.14891600168136,197.07807839201595,489.23429199218526,271.2017364466814,155.1939471753969,717.8976176307553,160.91912246277695,365.2932613974453,132.82299824601319,54.59115178662197,298.5529368782775,36.93758516720053,71.80325458885005,52.6634375859603,523.157398079894,204.97562372400387,187.7883987423468,1319.4589465903646,638.9051924886699,441.0407352012668,374.63126873474306,891.5239609857465,33.92900856175717,120.31520288298542,52.27589047534294,262.49453110347105,1052.4789123352025,35.28850966765936,204.92217176010539,29.07814107305312,325.3925805327694,386.05529959188004,105.1177974824773,15.705470526834452,17882.725543535144,77.89063653845105
2022-12-24,26.388556844224222,143.512843313775,186.7497310949083,417.28854372271934,601.4196869789773,129.02918763155353,231.68585983006227,18.757585377181087,11.823726205093342,626.1594330576524,178.79492270287864,9.964878872868404,185.3605184441789,111.528780443019,576.4365818959562,518.8539543751925,145.73062587775826,313.2334084319082,165.13029016489617,611.1251535107876,178.7856460181613,102.88897123964355,999.5376966283573,198.1240038111536,316.7406941317208,173.56361524975617,38.70694875413836,331.2694110449894,32.15563552743903,94.01162290203852,75.4149433924617,436.60948101631993,169.452753324139,207.27799066987458,1170.4800102160852,411.39005881823346,414.836236751026,244.22041997063616,1023.3874196607991,48.32006374825157,162.64591485161836,37.13976618651738,254.19633620776935,1412.855900934395,33.58653643027617,217.9650917841839,40.81389676099554,446.9206361908633,330.4434902989004,86.79998767711788,24.382687116812175,16468.622124776903,70.53455956919497
