date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,US,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-10-22,-35.944698028245696,1.4461011515516056,-37.49436791259143,-4.849873134099802,94.44408327519773,9.96387337314674,-4.590362840245902,-1.219738656834262,-3.322767180399037,19.27448381256113,-62.224873679119355,1.6953742583532758,-4.669302168160218,-45.45482910501926,-56.461412689228894,-3.212785300935245,-12.564753127815777,4.882121856887522,-17.89240826708577,0.8447557935830261,-18.77116057979373,8.458024924304368,10.800413657646004,-15.269726975246414,-3.934905381802807,-21.216262014006787,1.0592600943671595,-4.4829014056053005,1.9165257139421499,-1.3111119869303316,4.408977657226359,1.3395131993011695,49.78883651378736,28.163164945888695,0.194742784245987,1.309535716712304,-25.667455083194923,-14.401535365554174,-38.05965650277835,-3.0529005509486398,-46.602259162766046,-3.704676131416557,-31.7054589643961,-283.3629210497511,1363.6282905372768,-7.763715546327823,0.11854124468262928,-13.832239258688304,-0.1383097584008226,-3.4167654238118246,0.8716129161491128,2.3180997302432953
2022-10-29,-16.927017416936792,-9.551142973979957,-20.093930494355448,-18.83924987163075,-178.93198565297234,-21.944464552121858,-13.807787495579735,-1.4924154706084618,-6.5717729650708065,-108.71572234647192,-134.8331098108473,-4.067616461090793,-7.961592495505901,127.72479436565584,-45.82448242172373,-9.544403997840988,-16.208878326284868,-40.53405100087153,-74.93166215084048,-1.1542378262512387,-52.14482518232944,-0.6942349684574367,-20.919896527171446,-38.506031284194336,-24.156537324791742,-31.45241420640511,-3.1354959931547546,-7.099669332450709,8.598237746728259,1.607369842622813,-21.89918221903085,-27.943680859971384,23.990616922472782,98.5132918378747,6.950118058035894,7.843754180223883,-28.015834114700013,14.339963612161132,-73.6343896151526,1.816996074783452,-59.540444628133486,1.0181827818263844,5.748428224823954,-444.36992546368856,-1574.6721590969128,-8.888688307009513,-0.11351773742026428,-111.99084100210916,-5.914772391204849,-34.61949214018542,-8.164313717917437,-1.8797217308695213
2022-11-05,99.23685014500683,-11.10551870911264,-52.38388805182973,-21.311519626639324,-65.74442915515056,-14.333380516238549,2.722528034149633,-8.272948157321999,-20.421253062585876,-10.976670631510387,50.48835811973504,-1.259243058454551,-17.260106771982596,-39.91664029569564,-39.796199679866035,-9.753980646332806,-36.48394064305649,36.11780406563463,79.33294228465559,0.14048019414786506,-82.1968657200797,-24.9414887523767,0.8324541241154293,-85.91614150407798,-75.31935195006645,-28.678410303599875,-2.231047280728789,-28.295964075189612,-13.723993261091394,-8.164798213405142,-120.40714864360513,-37.18827006637517,-52.46608411652875,78.440041140821,-0.4070851483613236,-57.501394666328835,36.607818761320715,-26.720564734209205,-48.21892106475116,-3.2647154037258215,-62.76148319481456,-0.9408514035391864,-64.36787837295427,-44.77967046914682,2818.8822420681754,3.5039860973890473,1.2223750263569833,-54.83524791049351,15.454088102237932,-32.038659668347584,-28.499724654276392,-6.4717149630536035
2022-11-12,77.230222100682,0.8335123437106446,-67.18243135835286,-47.823993334874416,-315.31345966341985,-21.905092404752622,-5.118386529086351,-2.0935104570489056,-30.76073153864581,-106.38802306455909,-33.423061660992005,-12.920357469396883,3.1018522181068313,-7.0572358619269835,-6.086433474696378,-14.681583829775903,-6.771912429626468,-24.0226028955056,-28.26286136858809,-5.81561849450987,-55.327442427165494,-30.74708509691942,-34.568272597473936,-92.33079394177733,-32.316159044217045,-22.951347564465763,-6.677934610855422,-3.7171289564188292,-41.667110046463264,0.4901011579591561,-146.4479821057109,-48.580838942440195,-8.424382858273702,-92.4618766003747,-2.3722727348538033,-73.31968948781565,-16.662420908550757,-15.545510581431557,-81.66099056556027,-2.1689547262182503,-89.19104665102628,-4.019339620982958,82.72432412531526,678.3405780700134,-500.2834420636609,-2.1821302284171598,-1.0979327741464653,-12.277910449833087,-62.241827001307456,-21.607849818614767,-0.37118809698163346,-2.2456857612297156
2022-11-19,-29.008614610406028,-24.385678015570825,-185.50864849964034,6.061085002548253,-257.1960870035489,-39.13587409224189,-36.014085724119596,-37.02955038552007,14.202190251138909,-115.35223554693079,4.0170115395712855,1.9725747756462795,-44.18808498119619,-91.50289307040129,-52.806007611957284,-31.23951702043689,-23.34229577256812,-3.155846350337754,-6.301379516940074,-3.8058203851694845,-11.688565966446447,-29.455278857302858,-141.763017801996,-54.373349226531445,-57.218002024905246,-50.781337957637874,0.429849649808812,-4.326165546795998,-51.210790460027084,-0.6352965190733357,33.64719788611467,1.5814348766060107,-175.3246157123109,10.729446615785264,-10.58916123676356,-71.60979650539747,-82.95039475146419,-50.95123709247848,158.41474108060083,1.0012372728589245,39.31007725011176,-7.833731987426024,98.90815085984417,-138.66162668538004,-1091.3884261581152,-1.0749211030000545,-1.1079105409064485,59.079618646622976,-133.33257400020705,-5.8779492773302024,-36.73792457769545,-31.129502608503277
2022-11-26,-86.94219338752225,-38.69816446259489,-296.2433929570959,-175.00317431986588,-898.2935894707875,-6.442343841951811,-65.60655857122228,9.899586765652018,-27.79412379131924,-73.40250651250767,-17.587119793345153,5.675720007753199,-104.73250592584255,-283.43772113504394,-140.17899791820946,-84.41052269021978,-78.90572386653278,-174.33547162139513,-71.30646406594477,-19.596045117110094,-62.37591712444373,-92.42950812788152,-33.60246028362178,-121.43748196143486,2.290045615961276,-263.2852989106302,-26.523772143307234,-21.697225145894905,-86.30962530018036,5.378745077068828,-204.24169234911642,7.676094761982284,-60.75923384865064,-93.15444866994994,-2.7978333247779084,-165.5127300587058,-135.52439250199245,-223.8025911869196,-220.6534650582782,-8.31648725969554,8.414728446909209,-33.50398548696674,-167.21533391974498,-453.6201349475002,-5235.5880583384005,-30.904823560845365,-11.229041042717794,-148.8621137754687,-159.0568751062507,-31.181697987107754,-117.7312643853765,-15.060270854143944
2022-12-03,-178.3283497870424,15.112036689963176,-57.41190332376618,-77.95486841744872,-187.14695585261097,18.879303038636806,-163.28793644250038,-47.472394308105166,-3.1364764779515397,-72.36563508213226,-100.71961114290735,1.9983953381718855,-60.58450789404776,155.82142711643792,-193.15741559620687,-120.66374923466859,-127.22457690908925,-202.48001575442197,-82.75281641891507,-58.146810412314615,-89.16380139542241,-157.33110607539243,-156.96661973067876,-77.42338586142398,-11.282082147683013,-301.1635252795526,-31.44195415561083,-41.62054506460257,-115.66954490251118,-16.326707953579916,-201.33418137829915,-163.514179999856,-399.47036432710036,-174.68896084875212,-23.43896854228717,-95.77681197757272,-321.0835382892018,-79.8188319246969,-446.75231240949404,-5.898571877563143,-32.99528934890057,-17.969025321226354,-234.73427202509345,-694.1528363868313,-971.7467790910596,-23.377450491580284,-20.20672561484349,-172.16269057623612,15.285873551754094,-121.22158346718015,-248.40027247414676,-37.53594233062505
2022-12-10,155.90682763897962,-17.544008464086808,203.70793516933838,59.49871579276527,1007.6627358036085,-92.23791895478388,193.52057630975798,42.39886448103576,20.781525219410867,273.3694901619481,124.48997312723367,-0.8952006673784805,46.01539976560176,316.11961141362235,259.1574060957771,3.726931791418906,137.43886131822455,221.4034082174128,27.303384815661616,4.838856166783444,46.856341187912506,-61.85233793340694,195.04713461166898,95.32845292650552,55.34973871533521,180.60752338968996,-33.84474582430984,-19.7297937481856,152.01461910638398,-34.90696645097489,133.47427925529837,0.14656725405376392,164.71359000724874,274.12485194675105,-6.730742902578584,209.1420212047799,291.2067929606658,-50.92179828634244,293.4415827387861,-30.955474484287656,94.2155572143771,3.546390568909814,238.19555951614507,500.82363832123474,908.7219361211028,-47.10074191052378,-13.9902844183514,132.12078283546862,159.07853309676227,99.77444903489925,145.9402294012691,15.660144263570004
2022-12-17,62.21278025143329,15.605673776600895,269.6927998384924,8.332227353477947,378.6754911389128,22.69302398699125,26.625216966015614,47.82209220968926,5.259857899212939,46.718885953146355,123.5613191291717,0.56758773851951,-90.93054593217528,289.95842528019784,209.56680277292548,-105.42913670940703,34.854890637906465,111.63955555252903,57.918986559194195,-68.95235992031368,90.83206974749078,63.07748993649602,-235.4094884040917,124.44774944763321,2.7265857212308617,122.54450857599568,11.29811726732926,-47.994837714044806,74.88913938480806,-1.7096725259382595,154.65642752730616,120.90361372888611,-90.30542167346971,5.789477636455331,-31.361127458136153,226.7573711367079,105.28805230986438,-78.29955859102188,408.6068725704929,18.06830523562838,-8.580371690442632,-17.835749466472123,107.5010384436697,-94.90240366982448,-580.0888412667919,12.317323016524362,-10.164063764851093,42.67157300713842,-146.4831724779798,91.18140701719864,0.03376054874121337,23.045920060640142
2022-12-24,-42.66350579527092,18.950174106778917,-104.58660241863242,15.445319192771365,-214.97038135006392,-108.18704044552217,82.91716807170803,-22.629011171173943,20.48043507220754,-380.0923360685599,35.0850048571412,-18.68872176988723,96.03486259871784,-371.1922514708208,-165.9728567083252,-106.6490265129006,45.12225826056519,-151.99288396543687,-72.58120036185935,15.249168719726129,15.463684138621488,-46.96302115584808,51.2391909658254,40.87977394072169,62.28759265923193,130.85933363892548,31.759303504012138,13.322110924934975,7.529022460847187,-32.16825954386246,-3.9463203886143674,-48.362655313432356,0.07504024425224998,155.76637586926176,23.63825012364518,301.2822945194339,44.30328254243739,214.30927227224788,86.10058986488116,-10.308497122340775,78.0712004671544,32.206723449663954,-87.26051669318144,-26.597903864626232,-256.8099230525768,-37.451321926506424,-1.7088827357474585,-33.67661729790228,284.3276763792537,51.0996131675968,130.63830151679986,-17.200285226096753
