date,US,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,District of Columbia,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
2022-10-22,-3495.285250499047,6.588508348264198,19.814789566264693,-19.146866387837346,33.90246695527542,31.707793979646425,-31.70786764142221,2.9070331829699168,-1.734198592379582,10.24230814773738,59.29229875134655,-46.79201031896254,-2.696663730502287,10.779529963199721,-1.598598161618252,37.72461039765034,-37.66984500406496,-20.10482896074837,1.3900934686169606,-42.48424301259187,-23.150439690136174,7.013056646363189,-10.490854249588546,-26.30271191896531,1.8153832723984191,42.6961029530369,39.732208191406244,4.380103687379757,91.81650728222235,-3.263997812724749,-1.6841896366144553,-3.6388282660683777,17.93080740762612,4.352999608432569,-2.914243159287931,-92.55143634557376,42.617578119591755,-2.6239255611002186,-23.794349881313348,-85.42594457923856,-1.6367137606390805,-46.432005335523655,7.593278886025281,-33.13795224150087,-193.8360329709709,-3.7351437970856183,-64.25929219244635,0.6099286760058644,-12.425747925169665,-7.414225490256316,-4.283069632839904,-0.39230067414931535
2022-10-29,-1095.208967344578,-11.78541666394605,-134.72755466914452,-13.230969447679271,1.9840726575581193,120.09318052642408,11.972117515880527,-37.925840291544375,-8.892865106221981,-0.5326628826376689,-72.00482837257198,-121.73775293251671,-13.187121726260347,-25.869115507604334,0.9165663989915531,-83.03531013767886,-2.12686375251306,-6.471427010577225,-23.27264105518561,-105.56991299605015,15.679457049207372,-67.48118495683244,0.26424354711157205,-65.53776865195582,22.772222109221033,-31.028493038339104,-49.26244300982336,0.2910919713127704,-68.435153433,-0.4396749401350035,17.86933209837824,-2.3146516104552157,3.4417284254812017,-17.860854225728453,-10.555813634697486,-96.591237027756,-94.32387136705222,-50.76043065422898,11.212300238521983,-128.5576157247733,-0.7265523309270228,-65.46649965576182,23.423728539773734,-45.90630505680883,-379.6893957278576,1.4470635017217113,-40.879734719314285,-1.2951718770640719,-13.476254329983178,-6.375132747062111,-39.42358185606236,-0.7467687170285777
2022-11-05,-582.6771609967182,-4.200225198126052,-130.45851486286793,-56.549529020000634,-71.11052394447121,-263.1460763852946,-25.421357814884047,8.015153536824592,-16.333659854411756,2.1067080882937717,-137.8629647019872,-55.167961758111346,-7.1451737975669465,-8.124332901976604,-15.18998313654719,-74.6947069456461,-83.02011248173251,-10.59378211287152,-32.30371047116596,-52.90340735855314,-14.818912091253878,-21.49055235770419,-2.1626903716837567,-33.79531013512404,-37.86129188009585,-47.005724638746116,-170.89218234278275,-10.176048600591859,-131.23187836385475,-3.5405496641279237,-11.83886142536506,3.1384117631098682,-98.46192518918518,-42.93568181368216,-18.08537688143659,-181.11095027005427,-94.09406066270732,-14.583845847241797,-52.63539080066822,-1.1275629779607073,6.468010165009476,-64.32591696510244,-4.308438341377521,-116.779559634503,-173.4458203566478,-18.16488670313035,-154.27408865481794,0.6900738427467634,-42.15769610551283,-12.676968448071989,-45.52084269138158,-7.700651620961776
2022-11-12,-191.0562362393921,-1.3731774322338914,-101.9163442931659,-83.2799875425194,-64.9402269048376,-314.6587760264073,-13.117135390931658,-23.766370898082112,-28.508174694014006,4.719279499220843,-188.6420784808201,-90.70122984378892,-15.961068328784092,21.613639970183215,-12.876928194913692,-72.76508956829107,-53.57722623792526,-33.53042446037107,-70.90569495690372,-11.95455620414316,-1.4101524208688119,-74.99112362980654,1.0722101980732592,-40.70063228334448,-21.491845605225024,-63.9213125984381,-76.27615059959754,-5.350541323081918,52.83067407328991,-1.859132596563045,19.220994023591366,-4.850644658056316,-88.25232275754297,-91.01996562824587,-41.63834589394186,-0.8823012195912838,-85.74786665392469,-31.074842640387153,-24.96410336361672,-149.1645583174644,-9.343040072028899,-39.78605149689295,-25.992002252448145,-122.3410780922072,58.2651245587972,-13.762585625852354,48.532964298251386,-3.5967306747604817,-12.262220758395472,12.104499181445902,-80.98420716143217,-7.702320939216631
2022-11-19,-4208.303945483502,-29.263241592314117,-7.238147012018686,-108.34906136293706,-196.30495477182575,-627.362297308422,-105.37077696923977,-33.26486666501907,-14.941471210363549,-36.419036454356714,-86.2934643591492,107.35549727816806,2.451897288629368,-15.637792873272225,-41.12795904908508,-153.2014791452615,-114.2771705536654,-49.42618327198779,-54.23768448884559,-19.250504993283812,-45.878863755341165,-74.48570389106894,-9.246657957741633,-21.291472668313133,-104.37133423041152,-44.69556068359827,-55.83623424373096,-8.649636215667652,2.499549575890967,-6.494866320759012,14.180392903304686,-0.06574295018875276,-20.000358203432427,-77.72565521452822,-64.47191450543137,-22.683412843886856,-126.99034746543708,-99.89242265310686,-84.43769203519079,-10.94839114315539,-0.6006017649957256,-28.425890169614803,-2.5209628164102007,-75.19086712871311,89.1018183238516,-10.879296744966537,58.577553880952905,-0.5431803749142263,-102.75378900928385,-91.070092684838,-53.586010644202105,-41.58318060026015
2022-11-26,-5404.721348446779,-45.223160199798244,-31.672773856716702,-220.29802202866685,-303.60923911421344,-1342.612026773772,-67.40501266055965,-72.08142269122725,-34.02842128006033,-7.278333307806168,-304.0334165182716,34.97397816693089,4.51585960132045,-63.08471755152624,-103.45499423918368,-392.174088955723,-233.6303082195858,-71.45714040521192,-273.1973619161756,-47.241752748235854,-135.1271472318102,-133.61960127225794,-26.13575169049782,-120.95377655666886,-198.8295126740161,-277.8619754381695,-68.68292841372067,-46.89788580345395,-62.41642572273014,1.944594121993731,-30.690280960751146,-1.0814613481498272,-175.34272834657213,-68.53629722401348,-128.71254752469557,-129.78574972029548,-305.5355432574444,-227.0301638072736,-262.79880050288057,-279.0576083916937,-11.326291351389498,45.59211585215138,-26.79947624845507,-264.97244858607155,-575.3132641578095,-15.260588719383884,-75.850328049641,-9.941317412698899,-361.92860455442826,-163.53511356648903,-114.04079200728177,-23.907473499320655
2022-12-03,-11644.334884922691,-26.415536699299757,-112.290212473998,-226.4904381259955,-416.9170983638758,-1196.500180287908,-1.743140079019156,-266.34066436289817,-34.108606212867656,-61.88155164468019,-348.24905161968763,12.792643264102026,2.037055607332734,-135.3154687668163,-137.45643050926577,-565.312283801623,-474.30328504261206,-182.23123898207947,-530.6515306956653,-132.40768240416932,-196.9088153140059,-173.8734872325888,-63.41363815385752,-124.41886012542733,-214.9044889916857,-544.2230319652385,-71.36956229516537,-42.703013472075675,-339.9970891587582,-32.99086812235717,-47.31098936834709,-25.113311927216117,-458.7619176379365,-246.23674714400644,-286.4933415888498,-562.7512721683051,-615.6067274327638,-639.8363522609314,-358.1596664923072,-743.1857459937858,-18.963283331855244,-24.082371620588106,-30.23733889914844,-399.3311855926847,-671.7394974526633,-18.8171628507501,-186.45722452159833,-17.09983761480659,-354.64384727509014,-268.7538612641123,-232.5495260312274,-65.0234916678572
2022-12-10,-4508.1898476029855,-33.62833213967147,22.957695389269418,-29.507317155409908,-267.0519596903928,-161.14038942777597,-70.73069675254499,-156.57240547891095,-2.491758637563848,-1.7107140210451526,-147.80901561970336,195.331149286344,-6.111518780017051,-109.88714733705022,-94.9780571230468,-239.23535545294544,-473.0866425916248,-100.03439428402473,-199.16542221133602,-69.42088904154281,-327.77816989699835,-55.53041329014809,-75.84211336849643,-243.64291762567137,-83.36366594444615,-374.23997979775015,65.10976395331176,-72.97549895926744,77.91812355466601,-26.508199944696393,-38.1922119649943,-26.559977145390775,-173.3348295513781,-239.93211596268176,-161.22893812965972,-299.9853987682002,-348.89764000465095,-488.49880465650693,-302.7854705547821,-332.8705906465103,-31.62852078847616,78.75379031341359,-56.95652209225509,-115.10127690006902,-134.2276196085968,-2.7041680741892904,33.02361084364878,-22.081451467770332,-172.95128602543502,-226.87505009121048,-123.959923613742,-25.81202359476456
2022-12-17,-354.7575431160658,-6.053657747101909,29.207949462576238,-52.30818074894216,-7.832737198984091,517.7539707037672,-59.36161302152385,-140.27413555429052,15.386939171228157,14.510004706326868,-134.9724938783537,39.74988063278039,1.3584642495324317,-193.6895091110856,-172.3388877162189,31.79165950844549,-215.29317135868195,-69.0899665953913,133.53882052275048,100.0355067553526,-303.6943118649331,38.49357576410142,-119.54746967538132,-420.0038029126578,25.239591115054964,-230.96680252637293,47.924847816292896,-48.45798503998639,32.39466364568307,-52.758356767460455,-97.92951590557128,-43.63140232245823,29.609735847335514,-124.63254371874663,-24.50162607182571,-449.33804314378904,-362.0473942119637,-427.6969388441415,-301.21655304321087,-105.84108080254441,-6.314133389571161,57.41960298928839,-50.39392785342692,110.66625617995282,82.08445789461598,6.780086004672363,88.06224801149972,-28.67939231381616,-196.72278534732732,-207.15665440874437,-64.04790300385929,-12.350016901712682
2022-12-24,2325.202530927363,-1.8201577016909951,77.7059534770633,-9.406218915657433,-107.8046874722142,82.79096672105607,-141.9860069548132,23.889090084100246,9.19673080361088,-14.374075339260044,-378.7343426843104,-5.053883995570487,-21.368521696799085,-111.32537231811105,-63.713347453034345,142.77605253555907,-69.1408638722296,-10.676569540293116,117.55944453980055,16.723906450604602,-409.7978916463696,-1.2630521471149905,-117.31219061980404,-564.4868172561872,61.150501159416365,40.874775116281285,74.82046555055638,-10.134358869675438,126.47194310808993,-40.53089123258899,-45.47105648558926,-49.316394572022205,15.043369027070526,-150.6410024776139,-8.724843164910709,-25.223331122023183,-49.07470290152935,-156.001276224746,37.78461758520149,-183.03234192712875,-17.42331417861535,54.781058488840955,-38.560974390632154,140.3556231219697,484.0344028810489,-1.7471764718250995,9.396925500652173,-30.5016446690005,152.80847062620535,-94.76056482559738,10.995709291494052,-19.60986882787279
2022-12-31,-2912.9700891936336,-4.693806259565136,103.88881057839305,-3.232558790280706,-84.87263834468388,260.5583766243683,-48.270598778317606,23.142463278887533,-4.1575393465612684,-27.170274726550375,-458.73333066253315,-25.633459518029696,-7.954000980475101,-87.90991193409337,-87.79381405463644,104.75273102146593,-163.94798015085962,-18.54311885707395,80.78080754455817,30.838729464632564,-284.0662265420058,30.923063496071762,-90.0851182766464,-328.27631444258145,21.861731640242454,-70.28954339830727,-38.28678669443521,-54.20637967934635,158.97972668494373,-41.67824746478001,-62.903671421772216,-74.78313116224113,53.64224573358365,-23.420818723413674,2.9324131929124917,30.71099461270137,-77.12639850214543,-301.3583450223038,59.20912857453607,-442.5825075516665,-1.6467878508995852,-21.175168266862585,-10.53384770653414,-10.461712225724597,259.1006751665184,-51.16834415663824,-59.21151035968205,-44.62305289617999,100.53619905456168,-109.66382643736745,-22.129799757178546,-22.308761141528326
