date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,US,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-10-22,39.0953557445492,-1.11329362068048,15.3784873458472,13.0638239734773,65.9957600715569,-2.43213956074647,-12.6798357159075,4.26307945171636,0.954691157673995,133.327825720156,21.5603758149804,2.70548738081639,4.82746501987599,4.98529994800363,20.0850599781489,5.71070527198439,6.67185103645698,-0.202109654051056,32.9574858200371,0.76795483690421,1.81329263950764,-2.08590118988445,11.4301611060819,0.294697625991672,33.8356398922996,14.9198433679963,2.26298511739746,4.06310839695894,15.802340905379,0.302813234191171,2.88840454609358,11.5197335287847,8.97301879399516,27.4527305521221,1.74537508819489,21.9275067825122,5.44870168424027,1.52778141687906,37.6462592699669,33.2575480016877,-0.325491652205028,17.7453684498313,6.46423509129405,29.4274607593107,221.7882140463,1386.62445218914,4.76136666169831,-1.63273149807924,20.8223807803839,14.6302768440403,5.323146124322,3.74397155753072,2.32749388541505
2022-10-29,74.2795721619189,0.090875449273738,13.1046917103552,37.1871428314038,147.288745907323,4.15506014264378,-7.66988046371793,4.13631351036976,1.0,139.623911095026,89.8251697677728,4.59329192931395,4.03295617544462,29.522750258574,36.4173812910634,6.76053034619662,6.89516173227506,12.7263494762976,37.6567294336748,2.14962771169938,6.56564963651406,5.55840609235128,1.96908724519443,0.908316931064559,40.395765224379,24.7328468381889,4.47921132014554,-1.41927133960733,16.4252380547019,-0.884551974619529,25.0828158399776,14.3935817122603,26.4332676915284,40.3231295031616,2.54631503256286,29.7113135300305,13.8798747045541,4.22852682943633,52.7579100942809,36.7588610356068,0.30271289401583,40.4647623618279,7.30746086861136,37.583968794652,315.560948626526,2016.10263529995,3.76993358200604,-0.673509871295414,45.7042992199842,15.8422800631144,11.8308670233015,-0.359854630461694,2.42091438528424
2022-11-05,151.070870743197,0.774894896842998,18.1630597327884,50.4020722120141,193.424087422653,12.2061444389182,1.73398999296473,4.35810474755628,1.04807692307692,192.42020607737,152.349388537269,2.75878737796502,3.6453909464737,41.1289880469637,41.4320097048833,6.5076720125723,7.82212646988371,12.0513805866072,72.4793135904587,2.03809814814988,23.3416509693919,9.56327190122341,14.1334002718734,3.02052323632152,63.1306259588703,16.2197071465197,4.73393822000421,4.23900296068102,16.6957441550759,-1.05618298445374,38.5214303637669,20.8694784141337,52.9798631316247,149.55619466349,5.85943002041527,35.9428158499171,15.3698406038423,8.05477054644776,76.9356083390054,37.2379152293197,3.27770819583255,86.2800589698737,7.63450623333553,67.5893907009889,483.777820182504,3154.45958701187,2.09791758511659,-0.76634715995264,81.918129693346,16.494311715713,17.0569227470422,13.2839530202832,2.44898831094331
2022-11-12,306.586741653329,5.37269961139869,13.6481642208196,75.1878160896284,343.701541758424,7.21851965009456,20.0897441618657,4.22970039714288,1.16346153846154,358.21513810483,198.451010046536,4.04899828681342,4.64780868422288,64.1077981271253,59.7540799385667,6.51648016517688,9.2957911426474,28.6723828583832,95.7591736225457,3.09152674519805,51.1058613054968,12.0257520695218,11.3958860427546,4.26979922978304,127.183924906727,32.7574524932336,5.52024903937226,8.53086141328719,16.4506361010829,-1.48747820151572,97.2764315861228,21.1197051564111,82.3688266411912,346.051722007163,6.1966432258913,74.9702087983582,41.1977551466247,6.7388597433909,136.425392090228,46.631152813355,2.29291592412313,273.039685709663,7.50577570433412,100.028372332559,748.363493812029,4819.08973209887,2.88150914309775,-0.160192917274424,187.194739529633,22.9030487918684,33.5321455954531,2.61319602476997,2.64591812090423
2022-11-19,342.241618686937,4.40386158204521,53.6455352442195,130.850932642144,577.150714768833,27.1719273921358,47.0825728061883,5.26182035622033,1.48076923076923,349.946698705854,187.154934745166,4.57298017139554,5.66712928952472,139.884899441347,77.4041980067802,6.41039015721705,14.5871056526127,77.7272261808741,149.896548322839,1.90607980005962,108.34552851197,15.0368141088509,35.2907525179548,48.2204048325565,216.440417885312,51.2307661557299,5.17996892714326,15.2642187122018,23.3296016163254,-0.701121022258461,156.207103325952,34.2366364211885,155.325588178235,367.786139684962,8.28244195626401,119.620765132529,45.9548711507426,20.4391030027803,211.020255395647,64.7507090169828,1.78956742377817,222.935824289581,7.97761430277731,171.03567573977,913.268972767355,6709.11534923298,8.60227890573641,-0.160527382970909,338.510747451068,31.3835895919644,61.8630147394165,6.82920926977926,3.45864727413234
2022-11-26,231.087977959781,5.91555626689469,103.346121295909,210.598937219982,1184.31503662401,43.4294493182504,66.52338060236,5.84213854599036,43.1822433765544,436.266926102768,203.48103513068,8.008346550596,6.46443611575821,279.037792430342,94.2085326422314,10.9748566192283,34.1950992484212,262.732369004896,136.75469879032,4.63369257344577,202.760948256787,58.8807163514062,56.7313387192143,51.1372339585258,178.157308485624,99.720697729418,7.56943661559192,16.324464516784,35.3314028558143,-0.352012045054883,284.169307265327,55.5939552540756,248.945473604449,355.853118393571,11.0656762915014,224.655155695108,82.833989329649,46.286002187605,328.494886432478,75.397568998086,3.17530162058386,246.077649178473,9.90329208435995,292.669280299171,1119.42324931615,9550.7175271256,8.59051733296075,-0.333848990886598,351.465327766713,85.7557695925229,107.337821558168,29.6907932925351,4.11431949299668
2022-12-03,205.537056804236,11.212758135734,224.72481563775,290.763421841912,2044.80074423196,82.7195060121144,115.047954676979,7.29214769487364,2.25,514.467263027304,175.778689260623,8.12872427723718,11.885690959328,443.260092607337,156.595683660676,12.7952732388837,47.2149847289066,428.542147473737,133.470343743561,8.92929002885206,225.389158303129,69.2498846375604,96.872978143778,256.623436370154,199.529999823839,171.420427133023,7.66565842982006,15.2483471898798,55.0215957580307,2.73526875283297,366.539102001737,135.123098610836,524.894024207736,348.929070432143,13.1511219410364,348.367923899612,138.046880300997,181.195022820476,519.867087840343,62.012810484047,-0.876193256311572,174.405843031272,11.1378680150882,284.830640506726,1196.35434174007,12847.3020950345,2.38347032881193,-0.24934393480681,302.219837368984,335.517812644438,146.26576089714,57.826525835255,4.85079222019032
2022-12-10,200.219842733022,22.0796791938802,548.525063113189,262.326675700811,3282.76280319599,183.8212429301,223.902033928537,11.1336252161707,53.8844332971565,705.565850459846,212.54258142678,8.93539945627965,10.3846153846154,841.205471083306,165.580671294959,35.8137944292539,116.042033609126,616.749280551961,174.765748913801,17.9446797077836,303.872107690598,246.460824447854,168.634606316883,301.690583118252,245.9150938779,372.894938840796,16.8872066635158,28.8826899557119,127.304846019954,3.49202838952558,544.313042986928,202.973336293398,983.279517506821,420.743261834743,15.9032931921582,584.101990124811,197.086676932229,429.945055061175,722.109885129637,68.305371973902,3.90565148320794,204.397014154024,11.5284628153917,382.991856714367,1479.32675629731,19638.6380950474,13.6073411456698,2.75187097269043,369.967068618885,828.851504851736,187.844652181919,114.966770511466,10.4063474931422
2022-12-17,221.544801218129,31.6081893555194,897.72829667586,384.164094131262,3597.21037937254,190.193952097194,331.225584073083,15.3822277234519,69.8319352968183,961.387852015909,250.148091330572,8.39606198161252,43.4117400092202,1260.82939931923,829.768530980065,76.1772386783871,143.868221689821,840.976185397219,182.174806229745,28.0140619170064,348.495045251558,340.208052707092,623.465765159216,340.381966731257,209.82888302674,981.556349441014,39.7856673789864,49.3637722554544,371.500193284211,7.5661287448495,755.79617869882,247.7441962976,1806.72148474422,496.747760239024,22.4242421822024,986.30260216923,823.496702608139,540.763030238831,1262.50455901685,70.272597548033,21.686500373925,224.630350463175,15.4194783136881,457.851010370353,2152.3857037197,30179.1307907162,20.7071733967672,8.72417255035951,404.301868240576,727.383836238711,247.82194252847,550.991764051964,14.1758189841195
2022-12-24,189.731770815513,59.5581268395986,851.766069026802,337.892691752129,2313.84554170126,233.735041170468,310.863262507067,15.9541585821344,32.2418684813583,870.041255213624,198.115939025592,8.15369371605508,202.31814574407,933.746846697201,972.185109809284,255.18835829689,175.9367788243,618.768277133638,215.227799660324,88.4608841398241,300.756975794422,570.514796976077,772.811993034603,325.930143644692,149.839452917731,746.25509076307,90.9233196825933,94.0015735273657,381.117060583366,21.6721662066669,645.168347473046,420.270143141296,1751.86465828374,406.824651176517,30.9336989315228,918.010572167365,858.594162275603,535.289811322154,1220.15152211339,66.0517883994659,34.2195457628407,151.175153550312,31.1056886795428,410.73095421808,1863.58781797956,24129.2132360033,47.6585399683686,38.5579838545587,367.447083370115,663.068186893726,233.783939944509,554.749812570352,27.0639966063574
2022-12-31,172.831209688907,45.2129117234743,664.153343998667,324.860977770243,1784.59468100227,210.15418914169,398.364442649677,11.9609274456185,23.3135753947853,830.941014665234,155.377349997247,8.83926065302162,316.397644536479,744.756413302041,656.337157644797,336.228436600799,175.989893918827,347.22673899416,177.538538808274,164.25861925045,303.040688814299,696.718485991866,1034.79777811521,235.775970480632,109.413074371168,779.942947975075,81.5699702290475,133.031965196285,242.549725062671,65.3866651010869,608.512342522336,301.444625563534,1753.75455024948,349.297595042057,22.4330176992481,968.648918127013,656.237082735295,633.572661837596,1142.46094281194,60.6580829214498,33.0707935372817,133.961665583397,72.017297093584,267.851234432938,1631.72853036371,20762.3391727554,35.3619650925211,57.488741039933,291.685311430686,717.613700569112,171.082898764165,548.863277322748,20.2586244139157
