date,hosp_Alabama,hosp_Alaska,hosp_Arizona,hosp_Arkansas,hosp_California,hosp_Colorado,hosp_Connecticut,hosp_Delaware,hosp_District of Columbia,hosp_Florida,hosp_Georgia,hosp_Hawaii,hosp_Idaho,hosp_Illinois,hosp_Indiana,hosp_Iowa,hosp_Kansas,hosp_Kentucky,hosp_Louisiana,hosp_Maine,hosp_Maryland,hosp_Massachusetts,hosp_Michigan,hosp_Minnesota,hosp_Mississippi,hosp_Missouri,hosp_Montana,hosp_Nebraska,hosp_Nevada,hosp_New Hampshire,hosp_New Jersey,hosp_New Mexico,hosp_New York,hosp_North Carolina,hosp_North Dakota,hosp_Ohio,hosp_Oklahoma,hosp_Oregon,hosp_Pennsylvania,hosp_Puerto Rico,hosp_Rhode Island,hosp_South Carolina,hosp_South Dakota,hosp_Tennessee,hosp_Texas,hosp_US,hosp_Utah,hosp_Vermont,hosp_Virginia,hosp_Washington,hosp_West Virginia,hosp_Wisconsin,hosp_Wyoming
2022-11-12,312.0,14.0,136.0,203.0,858.0,58.0,52.0,13.0,44.0,456.0,241.0,21.0,11.0,268.0,136.0,20.0,45.0,223.0,167.0,8.0,216.0,34.0,89.0,165.0,244.0,111.0,11.0,24.0,77.0,3.0,295.0,149.0,278.0,351.0,9.0,257.0,79.0,51.0,353.0,102.0,6.0,256.0,13.0,321.0,1117.0,8521.0,12.0,1.0,339.0,89.0,127.0,45.0,11.0
2022-11-19,236.0,38.0,313.0,214.0,1499.0,107.0,103.0,53.0,37.0,518.0,210.0,15.0,56.0,400.0,235.0,37.0,65.0,291.0,173.0,14.0,211.0,74.0,166.0,243.0,250.0,191.0,13.0,31.0,138.0,9.0,320.0,163.0,496.0,369.0,12.0,311.0,157.0,113.0,423.0,85.0,3.0,228.0,24.0,289.0,1178.0,10894.0,8.0,2.0,262.0,243.0,136.0,89.0,43.0
2022-11-26,237.0,69.0,577.0,407.0,2631.0,148.0,183.0,39.0,58.0,746.0,214.0,12.0,141.0,861.0,457.0,104.0,156.0,521.0,217.0,33.0,313.0,193.0,290.0,382.0,272.0,497.0,44.0,60.0,230.0,9.0,513.0,176.0,789.0,430.0,22.0,562.0,365.0,364.0,725.0,101.0,14.0,215.0,58.0,480.0,1802.0,18163.0,29.0,13.0,396.0,544.0,189.0,237.0,38.0
2022-12-03,360.0,53.0,803.0,466.0,3160.0,164.0,426.0,86.0,66.0,921.0,276.0,9.0,194.0,1146.0,833.0,210.0,305.0,852.0,297.0,100.0,415.0,415.0,470.0,443.0,268.0,860.0,67.0,104.0,400.0,34.0,888.0,361.0,1326.0,638.0,52.0,960.0,809.0,542.0,1338.0,88.0,22.0,245.0,73.0,690.0,2213.0,26602.0,34.0,31.0,499.0,732.0,318.0,461.0,79.0
2022-12-10,234.0,73.0,784.0,346.0,2406.0,237.0,394.0,30.0,41.0,789.0,182.0,13.0,185.0,984.0,850.0,233.0,261.0,710.0,277.0,119.0,332.0,578.0,611.0,345.0,179.0,838.0,103.0,122.0,369.0,70.0,770.0,409.0,1498.0,395.0,54.0,959.0,868.0,658.0,1186.0,93.0,54.0,160.0,84.0,489.0,1796.0,24098.0,60.0,45.0,368.0,681.0,246.0,481.0,49.0
2022-12-17,153.0,51.0,581.0,257.0,1635.0,254.0,391.0,26.0,23.0,844.0,144.0,14.0,283.0,738.0,681.0,333.0,232.0,437.0,139.0,183.0,267.0,659.0,906.0,247.0,144.0,759.0,99.0,166.0,251.0,83.0,620.0,342.0,1719.0,319.0,90.0,983.0,788.0,702.0,1050.0,68.0,41.0,149.0,97.0,262.0,1524.0,21612.0,41.0,56.0,287.0,763.0,199.0,488.0,44.0
2022-12-24,153.0,43.0,587.0,204.0,1600.0,342.0,270.0,29.0,21.0,1024.0,160.0,29.0,203.0,579.0,621.0,330.0,187.0,281.0,155.0,211.0,243.0,768.0,1126.0,162.0,86.0,563.0,60.0,140.0,227.0,117.0,538.0,361.0,1526.0,298.0,72.0,802.0,689.0,452.0,1054.0,115.0,62.0,118.0,84.0,228.0,1248.0,19632.0,63.0,64.0,269.0,405.0,155.0,458.0,50.0
2022-12-31,148.0,43.0,664.0,204.0,1420.0,315.0,241.0,42.0,32.0,1212.0,184.0,34.0,223.0,559.0,567.0,320.0,186.0,243.0,166.0,192.0,225.0,768.0,1137.0,177.0,120.0,640.0,92.0,144.0,179.0,141.0,492.0,286.0,1309.0,299.0,82.0,711.0,716.0,361.0,1076.0,62.0,51.0,160.0,59.0,248.0,1380.0,19447.0,83.0,81.0,280.0,384.0,172.0,486.0,51.0
2023-01-07,125.0,32.0,388.0,158.0,916.0,158.0,170.0,47.0,17.0,1297.0,189.0,10.0,112.0,433.0,365.0,218.0,126.0,133.0,172.0,126.0,157.0,499.0,714.0,80.0,88.0,405.0,60.0,99.0,116.0,108.0,351.0,179.0,949.0,222.0,72.0,490.0,505.0,152.0,814.0,60.0,37.0,147.0,69.0,174.0,1251.0,14101.0,66.0,51.0,233.0,231.0,161.0,337.0,32.0
2023-01-14,99.0,7.0,164.0,105.0,412.0,99.0,79.0,13.0,6.0,710.0,109.0,9.0,46.0,173.0,173.0,96.0,55.0,63.0,85.0,57.0,101.0,255.0,320.0,47.0,57.0,195.0,39.0,63.0,37.0,47.0,176.0,53.0,517.0,131.0,52.0,194.0,274.0,65.0,455.0,84.0,9.0,79.0,15.0,100.0,772.0,7231.0,22.0,12.0,119.0,144.0,48.0,173.0,16.0
2023-01-21,57.0,7.0,119.0,65.0,208.0,37.0,36.0,6.0,8.0,593.0,80.0,0.0,35.0,69.0,100.0,43.0,41.0,35.0,83.0,29.0,67.0,132.0,172.0,29.0,52.0,101.0,16.0,59.0,21.0,23.0,102.0,29.0,309.0,63.0,28.0,111.0,169.0,32.0,305.0,47.0,16.0,58.0,12.0,73.0,495.0,4489.0,22.0,10.0,72.0,77.0,14.0,108.0,14.0
2023-01-28,42.0,5.0,57.0,35.0,127.0,26.0,33.0,6.0,7.0,427.0,72.0,9.0,17.0,73.0,71.0,47.0,23.0,34.0,42.0,14.0,39.0,76.0,84.0,18.0,35.0,73.0,9.0,22.0,11.0,19.0,79.0,21.0,211.0,41.0,24.0,72.0,94.0,11.0,235.0,57.0,10.0,41.0,15.0,42.0,348.0,3069.0,7.0,5.0,60.0,66.0,21.0,51.0,5.0
2023-02-04,36.0,3.0,63.0,20.0,115.0,38.0,15.0,14.0,9.0,355.0,87.0,8.0,3.0,28.0,41.0,13.0,12.0,16.0,34.0,10.0,51.0,58.0,87.0,16.0,29.0,50.0,9.0,7.0,4.0,4.0,38.0,10.0,145.0,40.0,9.0,59.0,86.0,10.0,194.0,55.0,4.0,40.0,15.0,44.0,261.0,2409.0,7.0,3.0,62.0,42.0,22.0,22.0,6.0
2023-02-11,29.0,1.0,62.0,33.0,93.0,27.0,15.0,2.0,5.0,300.0,83.0,10.0,4.0,31.0,41.0,15.0,10.0,29.0,50.0,6.0,41.0,59.0,57.0,7.0,21.0,41.0,2.0,2.0,11.0,8.0,26.0,9.0,104.0,55.0,16.0,49.0,54.0,7.0,181.0,67.0,1.0,46.0,9.0,28.0,272.0,2178.0,7.0,0.0,64.0,47.0,16.0,23.0,2.0
2023-02-18,30.0,2.0,38.0,25.0,73.0,17.0,14.0,1.0,5.0,236.0,75.0,4.0,8.0,28.0,33.0,9.0,3.0,22.0,33.0,4.0,26.0,40.0,60.0,10.0,28.0,42.0,6.0,6.0,12.0,4.0,53.0,3.0,87.0,46.0,10.0,47.0,45.0,4.0,197.0,46.0,2.0,43.0,16.0,48.0,245.0,1901.0,3.0,2.0,57.0,31.0,9.0,11.0,2.0
2023-02-25,31.0,5.0,45.0,30.0,79.0,13.0,17.0,0.0,4.0,215.0,60.0,5.0,3.0,31.0,42.0,11.0,9.0,11.0,22.0,0.0,26.0,21.0,55.0,6.0,32.0,36.0,3.0,9.0,3.0,2.0,41.0,11.0,55.0,28.0,9.0,24.0,33.0,6.0,168.0,33.0,2.0,41.0,4.0,43.0,208.0,1657.0,4.0,2.0,61.0,38.0,14.0,6.0,0.0
2023-03-04,16.0,2.0,50.0,33.0,62.0,19.0,10.0,5.0,4.0,178.0,54.0,1.0,3.0,24.0,45.0,6.0,4.0,12.0,25.0,4.0,13.0,15.0,51.0,8.0,34.0,39.0,6.0,6.0,4.0,2.0,31.0,16.0,49.0,34.0,5.0,23.0,32.0,5.0,169.0,23.0,1.0,29.0,7.0,41.0,160.0,1496.0,3.0,1.0,57.0,58.0,9.0,7.0,1.0
2023-03-11,17.0,4.0,43.0,23.0,47.0,9.0,19.0,1.0,2.0,179.0,51.0,3.0,4.0,16.0,32.0,12.0,6.0,15.0,22.0,0.0,16.0,18.0,36.0,5.0,32.0,35.0,3.0,14.0,3.0,4.0,22.0,5.0,56.0,25.0,5.0,26.0,19.0,6.0,177.0,16.0,0.0,31.0,15.0,27.0,157.0,1373.0,7.0,5.0,40.0,47.0,4.0,10.0,2.0
2023-03-18,22.0,1.0,55.0,15.0,60.0,12.0,10.0,0.0,2.0,211.0,54.0,4.0,6.0,12.0,35.0,7.0,8.0,26.0,21.0,5.0,10.0,20.0,33.0,6.0,22.0,24.0,2.0,11.0,6.0,10.0,22.0,3.0,67.0,32.0,11.0,34.0,29.0,9.0,163.0,11.0,1.0,21.0,16.0,29.0,161.0,1428.0,3.0,2.0,60.0,28.0,8.0,6.0,2.0
2023-03-25,20.0,3.0,37.0,18.0,36.0,10.0,13.0,2.0,3.0,158.0,62.0,1.0,3.0,30.0,21.0,7.0,6.0,14.0,24.0,1.0,21.0,19.0,21.0,4.0,16.0,32.0,1.0,9.0,8.0,9.0,44.0,3.0,72.0,20.0,0.0,29.0,23.0,3.0,154.0,25.0,2.0,24.0,20.0,31.0,131.0,1300.0,3.0,4.0,50.0,28.0,16.0,9.0,0.0
2023-04-01,27.0,1.0,26.0,27.0,29.0,6.0,12.0,2.0,10.0,165.0,54.0,7.0,3.0,28.0,39.0,4.0,9.0,16.0,27.0,4.0,9.0,13.0,17.0,10.0,19.0,29.0,1.0,10.0,4.0,9.0,39.0,9.0,75.0,12.0,0.0,33.0,20.0,4.0,105.0,42.0,0.0,20.0,13.0,45.0,143.0,1276.0,3.0,0.0,50.0,32.0,9.0,4.0,1.0
2023-04-08,17.0,2.0,42.0,16.0,45.0,7.0,22.0,0.0,4.0,185.0,49.0,3.0,5.0,25.0,18.0,2.0,5.0,19.0,18.0,3.0,12.0,11.0,25.0,12.0,26.0,29.0,0.0,3.0,4.0,6.0,39.0,1.0,78.0,22.0,7.0,13.0,23.0,5.0,65.0,33.0,0.0,24.0,13.0,29.0,128.0,1200.0,6.0,0.0,54.0,26.0,7.0,10.0,2.0
2023-04-15,16.0,2.0,47.0,17.0,34.0,18.0,11.0,0.0,3.0,130.0,29.0,1.0,2.0,37.0,17.0,5.0,8.0,14.0,14.0,0.0,13.0,10.0,16.0,12.0,16.0,18.0,0.0,6.0,8.0,0.0,45.0,4.0,75.0,25.0,5.0,25.0,19.0,3.0,66.0,34.0,1.0,22.0,5.0,25.0,114.0,1058.0,3.0,1.0,35.0,27.0,7.0,10.0,3.0
2023-04-22,20.0,1.0,37.0,8.0,37.0,12.0,8.0,0.0,3.0,152.0,44.0,2.0,3.0,25.0,10.0,0.0,2.0,12.0,25.0,5.0,10.0,9.0,8.0,8.0,33.0,19.0,2.0,7.0,0.0,1.0,35.0,8.0,47.0,13.0,3.0,18.0,15.0,1.0,82.0,33.0,1.0,21.0,4.0,22.0,102.0,986.0,6.0,0.0,45.0,18.0,4.0,5.0,0.0
2023-04-29,13.0,0.0,42.0,11.0,26.0,9.0,9.0,1.0,1.0,137.0,43.0,1.0,7.0,19.0,18.0,12.0,2.0,4.0,21.0,0.0,10.0,9.0,7.0,12.0,16.0,26.0,0.0,4.0,4.0,2.0,15.0,2.0,37.0,10.0,5.0,19.0,21.0,5.0,80.0,36.0,1.0,27.0,4.0,18.0,110.0,909.0,0.0,2.0,31.0,14.0,5.0,0.0,1.0
2023-05-06,5.0,5.0,35.0,9.0,22.0,7.0,7.0,0.0,0.0,128.0,33.0,0.0,5.0,24.0,21.0,5.0,3.0,16.0,10.0,2.0,15.0,10.0,17.0,19.0,21.0,27.0,0.0,2.0,7.0,3.0,21.0,1.0,52.0,7.0,7.0,17.0,10.0,2.0,47.0,47.0,0.0,17.0,7.0,24.0,111.0,910.0,4.0,0.0,52.0,13.0,4.0,7.0,2.0
2023-05-13,14.0,1.0,55.0,12.0,35.0,7.0,6.0,1.0,2.0,132.0,50.0,1.0,9.0,30.0,18.0,5.0,2.0,15.0,18.0,4.0,11.0,9.0,17.0,13.0,24.0,21.0,0.0,4.0,6.0,1.0,21.0,1.0,54.0,16.0,2.0,17.0,15.0,0.0,62.0,43.0,4.0,23.0,7.0,15.0,100.0,974.0,6.0,0.0,44.0,10.0,5.0,5.0,1.0
2023-05-20,11.0,0.0,55.0,9.0,25.0,9.0,9.0,0.0,2.0,140.0,30.0,3.0,1.0,25.0,19.0,3.0,5.0,11.0,17.0,5.0,5.0,13.0,13.0,8.0,22.0,22.0,2.0,2.0,3.0,0.0,15.0,4.0,50.0,11.0,4.0,11.0,23.0,2.0,54.0,59.0,0.0,21.0,3.0,14.0,97.0,903.0,4.0,2.0,35.0,13.0,9.0,2.0,1.0
2023-05-27,11.0,0.0,66.0,14.0,26.0,10.0,12.0,0.0,6.0,141.0,37.0,0.0,2.0,28.0,16.0,4.0,3.0,11.0,11.0,2.0,6.0,10.0,18.0,3.0,20.0,8.0,3.0,7.0,6.0,4.0,20.0,3.0,61.0,5.0,3.0,14.0,20.0,3.0,57.0,60.0,3.0,17.0,3.0,27.0,79.0,942.0,5.0,0.0,50.0,15.0,10.0,2.0,0.0
2023-06-03,25.0,3.0,66.0,6.0,49.0,5.0,4.0,3.0,3.0,150.0,46.0,4.0,2.0,22.0,15.0,0.0,4.0,5.0,14.0,3.0,8.0,9.0,14.0,1.0,10.0,8.0,0.0,3.0,6.0,1.0,25.0,2.0,37.0,14.0,1.0,10.0,12.0,3.0,66.0,73.0,1.0,26.0,4.0,20.0,83.0,933.0,1.0,0.0,36.0,17.0,5.0,7.0,1.0
2023-06-10,14.0,2.0,61.0,1.0,43.0,3.0,6.0,0.0,1.0,166.0,55.0,6.0,1.0,21.0,13.0,4.0,4.0,10.0,14.0,1.0,5.0,11.0,14.0,5.0,17.0,9.0,2.0,1.0,11.0,0.0,13.0,1.0,39.0,12.0,3.0,11.0,10.0,6.0,60.0,61.0,1.0,21.0,2.0,27.0,75.0,923.0,1.0,0.0,27.0,32.0,8.0,11.0,1.0
2023-06-17,5.0,6.0,50.0,5.0,36.0,6.0,6.0,0.0,1.0,151.0,41.0,8.0,6.0,21.0,13.0,2.0,2.0,8.0,10.0,0.0,2.0,12.0,11.0,8.0,14.0,10.0,2.0,1.0,9.0,2.0,9.0,1.0,37.0,18.0,2.0,11.0,15.0,2.0,56.0,50.0,2.0,24.0,2.0,23.0,93.0,855.0,4.0,0.0,27.0,20.0,6.0,4.0,1.0
2023-06-24,11.0,0.0,48.0,14.0,27.0,3.0,6.0,0.0,2.0,165.0,38.0,9.0,1.0,13.0,5.0,1.0,2.0,6.0,8.0,1.0,9.0,4.0,14.0,2.0,13.0,12.0,1.0,1.0,8.0,0.0,12.0,1.0,36.0,16.0,1.0,14.0,9.0,5.0,49.0,58.0,0.0,23.0,0.0,13.0,109.0,816.0,3.0,0.0,22.0,17.0,2.0,1.0,1.0
2023-07-01,11.0,4.0,29.0,6.0,49.0,7.0,6.0,0.0,1.0,158.0,38.0,10.0,7.0,8.0,9.0,2.0,3.0,5.0,16.0,2.0,0.0,7.0,9.0,0.0,15.0,7.0,1.0,1.0,7.0,1.0,6.0,0.0,29.0,17.0,1.0,13.0,13.0,1.0,47.0,52.0,1.0,20.0,2.0,24.0,87.0,802.0,3.0,1.0,39.0,19.0,3.0,5.0,0.0
2023-07-08,3.0,2.0,34.0,4.0,26.0,3.0,1.0,0.0,2.0,144.0,23.0,8.0,3.0,11.0,2.0,2.0,1.0,8.0,13.0,3.0,3.0,3.0,5.0,1.0,14.0,3.0,0.0,1.0,6.0,0.0,16.0,1.0,23.0,10.0,2.0,9.0,12.0,2.0,46.0,39.0,2.0,14.0,3.0,21.0,79.0,671.0,1.0,0.0,39.0,18.0,0.0,4.0,1.0
2023-07-15,14.0,2.0,28.0,8.0,53.0,8.0,2.0,0.0,2.0,138.0,18.0,6.0,3.0,10.0,2.0,0.0,4.0,6.0,6.0,0.0,5.0,7.0,3.0,0.0,16.0,13.0,1.0,0.0,10.0,1.0,7.0,0.0,17.0,13.0,1.0,12.0,8.0,5.0,41.0,42.0,0.0,18.0,0.0,23.0,96.0,710.0,3.0,0.0,30.0,19.0,1.0,8.0,0.0
2023-07-22,15.0,1.0,13.0,6.0,30.0,4.0,4.0,2.0,1.0,110.0,17.0,4.0,1.0,12.0,4.0,2.0,0.0,3.0,7.0,1.0,4.0,10.0,3.0,0.0,11.0,20.0,0.0,1.0,7.0,0.0,16.0,1.0,28.0,5.0,1.0,5.0,13.0,3.0,37.0,33.0,0.0,16.0,0.0,23.0,86.0,609.0,0.0,0.0,22.0,18.0,0.0,9.0,0.0
2023-07-29,32.0,0.0,17.0,5.0,37.0,3.0,5.0,0.0,1.0,132.0,16.0,4.0,3.0,10.0,4.0,0.0,2.0,9.0,12.0,3.0,14.0,4.0,4.0,3.0,17.0,10.0,0.0,1.0,5.0,1.0,8.0,0.0,19.0,9.0,1.0,9.0,14.0,2.0,39.0,42.0,0.0,20.0,0.0,16.0,79.0,657.0,1.0,0.0,19.0,18.0,3.0,2.0,2.0
2023-08-05,13.0,2.0,11.0,11.0,43.0,3.0,5.0,0.0,0.0,135.0,19.0,6.0,2.0,12.0,7.0,1.0,1.0,9.0,11.0,2.0,7.0,6.0,4.0,2.0,9.0,4.0,0.0,1.0,6.0,1.0,15.0,2.0,33.0,8.0,0.0,9.0,6.0,3.0,51.0,29.0,0.0,18.0,2.0,22.0,95.0,680.0,1.0,0.0,31.0,20.0,1.0,1.0,0.0
2023-08-12,9.0,1.0,9.0,10.0,35.0,1.0,7.0,1.0,1.0,133.0,28.0,4.0,3.0,13.0,9.0,0.0,2.0,5.0,7.0,0.0,5.0,10.0,11.0,0.0,27.0,9.0,0.0,1.0,6.0,1.0,6.0,1.0,21.0,13.0,1.0,10.0,11.0,4.0,37.0,39.0,0.0,8.0,1.0,26.0,119.0,701.0,1.0,0.0,32.0,17.0,0.0,5.0,1.0
2023-08-19,9.0,2.0,6.0,7.0,31.0,0.0,4.0,0.0,1.0,152.0,19.0,6.0,3.0,9.0,3.0,2.0,1.0,12.0,11.0,2.0,6.0,6.0,18.0,0.0,35.0,11.0,0.0,1.0,3.0,0.0,12.0,2.0,15.0,14.0,0.0,8.0,21.0,3.0,38.0,30.0,0.0,15.0,3.0,26.0,124.0,742.0,0.0,0.0,35.0,25.0,9.0,2.0,0.0
2023-08-26,12.0,0.0,17.0,9.0,29.0,4.0,8.0,0.0,2.0,161.0,28.0,6.0,0.0,12.0,11.0,2.0,2.0,7.0,11.0,0.0,3.0,8.0,10.0,3.0,40.0,7.0,0.0,3.0,4.0,0.0,16.0,1.0,20.0,8.0,1.0,16.0,13.0,4.0,45.0,52.0,0.0,20.0,1.0,23.0,103.0,773.0,0.0,0.0,28.0,20.0,2.0,1.0,0.0
2023-09-02,12.0,2.0,13.0,6.0,38.0,3.0,6.0,0.0,0.0,172.0,34.0,7.0,0.0,9.0,6.0,4.0,3.0,10.0,14.0,0.0,5.0,17.0,12.0,0.0,43.0,6.0,0.0,2.0,3.0,4.0,10.0,2.0,38.0,18.0,0.0,13.0,16.0,2.0,42.0,59.0,0.0,9.0,1.0,27.0,126.0,872.0,1.0,0.0,30.0,42.0,1.0,4.0,0.0
2023-09-09,5.0,2.0,8.0,8.0,42.0,7.0,1.0,0.0,1.0,150.0,21.0,5.0,2.0,15.0,5.0,1.0,7.0,19.0,11.0,0.0,5.0,8.0,2.0,0.0,19.0,12.0,1.0,1.0,4.0,1.0,13.0,4.0,21.0,7.0,0.0,15.0,16.0,3.0,43.0,54.0,0.0,22.0,3.0,46.0,110.0,803.0,2.0,1.0,40.0,37.0,2.0,1.0,0.0
2023-09-16,20.0,5.0,10.0,7.0,41.0,2.0,9.0,0.0,0.0,156.0,34.0,8.0,0.0,18.0,9.0,0.0,3.0,5.0,13.0,0.0,2.0,5.0,9.0,1.0,24.0,8.0,1.0,0.0,0.0,0.0,10.0,11.0,12.0,11.0,0.0,9.0,16.0,6.0,48.0,59.0,2.0,26.0,0.0,34.0,128.0,820.0,3.0,0.0,31.0,15.0,6.0,3.0,0.0
2023-09-23,11.0,6.0,9.0,6.0,51.0,8.0,16.0,0.0,1.0,172.0,35.0,5.0,3.0,20.0,14.0,0.0,4.0,13.0,18.0,1.0,6.0,10.0,17.0,4.0,16.0,16.0,3.0,6.0,4.0,2.0,29.0,8.0,19.0,13.0,1.0,9.0,17.0,6.0,50.0,88.0,1.0,31.0,0.0,24.0,127.0,959.0,2.0,1.0,45.0,6.0,5.0,0.0,0.0
2023-09-30,23.0,7.0,21.0,10.0,47.0,12.0,8.0,0.0,0.0,178.0,38.0,10.0,2.0,18.0,13.0,4.0,6.0,14.0,16.0,0.0,4.0,16.0,12.0,2.0,20.0,12.0,4.0,1.0,7.0,1.0,11.0,6.0,48.0,14.0,3.0,16.0,26.0,6.0,60.0,100.0,0.0,29.0,2.0,45.0,123.0,1089.0,4.0,1.0,59.0,12.0,7.0,9.0,2.0
2023-10-07,20.0,10.0,16.0,17.0,45.0,10.0,4.0,2.0,2.0,230.0,35.0,10.0,4.0,21.0,8.0,3.0,15.0,12.0,19.0,5.0,3.0,14.0,17.0,3.0,29.0,24.0,0.0,5.0,5.0,2.0,17.0,6.0,37.0,37.0,0.0,18.0,15.0,6.0,41.0,109.0,1.0,22.0,0.0,29.0,112.0,1116.0,4.0,0.0,50.0,4.0,2.0,10.0,6.0
2023-10-14,26.0,14.0,21.0,15.0,61.0,15.0,3.0,0.0,2.0,215.0,39.0,15.0,2.0,18.0,23.0,1.0,4.0,23.0,28.0,4.0,3.0,16.0,20.0,6.0,22.0,25.0,0.0,9.0,6.0,0.0,13.0,4.0,26.0,20.0,1.0,21.0,39.0,6.0,42.0,103.0,1.0,26.0,0.0,32.0,168.0,1218.0,3.0,0.0,54.0,13.0,3.0,3.0,4.0
2023-10-21,30.0,21.0,52.0,18.0,51.0,16.0,1.0,1.0,4.0,292.0,31.0,13.0,2.0,27.0,25.0,4.0,7.0,20.0,31.0,2.0,9.0,14.0,21.0,4.0,20.0,17.0,1.0,8.0,7.0,0.0,33.0,2.0,37.0,17.0,1.0,25.0,22.0,8.0,43.0,112.0,0.0,32.0,2.0,43.0,242.0,1474.0,9.0,2.0,72.0,11.0,3.0,4.0,5.0
2023-10-28,32.0,30.0,49.0,13.0,76.0,19.0,7.0,1.0,1.0,313.0,40.0,13.0,4.0,21.0,33.0,4.0,5.0,23.0,46.0,4.0,10.0,28.0,12.0,4.0,18.0,17.0,0.0,7.0,8.0,2.0,44.0,2.0,48.0,20.0,1.0,17.0,10.0,14.0,50.0,164.0,1.0,21.0,3.0,44.0,246.0,1610.0,5.0,0.0,61.0,8.0,4.0,7.0,0.0
2023-11-04,37.0,33.0,51.0,18.0,97.0,31.0,12.0,1.0,0.0,443.0,60.0,14.0,5.0,34.0,39.0,10.0,6.0,21.0,40.0,1.0,15.0,30.0,34.0,9.0,30.0,24.0,1.0,5.0,13.0,2.0,26.0,10.0,57.0,40.0,0.0,21.0,18.0,6.0,39.0,144.0,0.0,45.0,1.0,44.0,305.0,1973.0,9.0,0.0,51.0,17.0,7.0,16.0,1.0
2023-11-11,60.0,39.0,132.0,24.0,222.0,52.0,5.0,1.0,0.0,462.0,116.0,16.0,4.0,54.0,47.0,13.0,10.0,33.0,65.0,4.0,19.0,31.0,30.0,18.0,38.0,40.0,5.0,5.0,22.0,2.0,46.0,9.0,88.0,49.0,2.0,26.0,34.0,11.0,82.0,148.0,2.0,52.0,2.0,47.0,373.0,2695.0,5.0,2.0,92.0,17.0,14.0,20.0,5.0
2023-11-18,77.0,17.0,191.0,17.0,360.0,102.0,22.0,2.0,5.0,652.0,133.0,29.0,11.0,72.0,87.0,14.0,18.0,18.0,96.0,2.0,27.0,31.0,52.0,15.0,46.0,40.0,3.0,4.0,30.0,2.0,33.0,12.0,123.0,88.0,7.0,56.0,37.0,17.0,89.0,113.0,0.0,64.0,1.0,57.0,373.0,3422.0,7.0,5.0,100.0,33.0,8.0,15.0,9.0
2023-11-25,73.0,14.0,212.0,27.0,437.0,137.0,33.0,1.0,8.0,701.0,156.0,26.0,8.0,102.0,84.0,27.0,30.0,37.0,119.0,9.0,22.0,51.0,88.0,24.0,47.0,58.0,6.0,8.0,39.0,1.0,75.0,21.0,178.0,153.0,4.0,75.0,34.0,11.0,125.0,119.0,3.0,81.0,2.0,73.0,467.0,4240.0,10.0,3.0,115.0,36.0,13.0,34.0,23.0
2023-12-02,85.0,15.0,279.0,24.0,631.0,126.0,57.0,2.0,11.0,748.0,225.0,23.0,19.0,165.0,138.0,44.0,37.0,58.0,122.0,9.0,60.0,88.0,106.0,34.0,77.0,85.0,18.0,8.0,47.0,7.0,129.0,43.0,345.0,213.0,17.0,134.0,71.0,17.0,217.0,91.0,6.0,133.0,7.0,98.0,546.0,5752.0,17.0,3.0,143.0,74.0,17.0,59.0,24.0
2023-12-09,111.0,14.0,394.0,41.0,807.0,153.0,74.0,10.0,14.0,763.0,261.0,33.0,46.0,205.0,146.0,44.0,37.0,48.0,158.0,15.0,78.0,117.0,169.0,48.0,71.0,140.0,21.0,11.0,77.0,15.0,160.0,89.0,509.0,313.0,11.0,161.0,61.0,43.0,284.0,62.0,6.0,177.0,6.0,153.0,590.0,7178.0,17.0,8.0,157.0,83.0,20.0,99.0,48.0
2023-12-16,151.0,4.0,606.0,53.0,996.0,220.0,120.0,18.0,20.0,844.0,442.0,27.0,67.0,254.0,207.0,50.0,43.0,87.0,179.0,20.0,115.0,191.0,238.0,78.0,96.0,154.0,37.0,13.0,118.0,28.0,305.0,157.0,744.0,402.0,16.0,239.0,85.0,45.0,395.0,57.0,24.0,264.0,13.0,180.0,910.0,9886.0,24.0,8.0,229.0,109.0,33.0,122.0,49.0
2023-12-23,278.0,5.0,962.0,96.0,1632.0,252.0,115.0,24.0,46.0,989.0,746.0,28.0,115.0,464.0,286.0,90.0,91.0,137.0,307.0,16.0,207.0,298.0,245.0,110.0,200.0,224.0,78.0,53.0,158.0,41.0,490.0,232.0,935.0,733.0,26.0,428.0,158.0,103.0,709.0,60.0,18.0,421.0,33.0,294.0,1259.0,15134.0,58.0,12.0,419.0,155.0,82.0,187.0,29.0
2023-12-30,298.0,4.0,1151.0,187.0,1752.0,346.0,194.0,60.0,57.0,1335.0,1137.0,32.0,163.0,577.0,429.0,99.0,93.0,261.0,381.0,51.0,328.0,476.0,527.0,189.0,300.0,370.0,116.0,51.0,164.0,57.0,733.0,237.0,1343.0,1076.0,51.0,638.0,137.0,147.0,1033.0,64.0,47.0,649.0,48.0,543.0,1530.0,21029.0,80.0,19.0,731.0,211.0,153.0,300.0,74.0
2024-01-06,350.0,5.0,935.0,234.0,1420.0,308.0,167.0,48.0,55.0,1414.0,765.0,40.0,157.0,511.0,461.0,94.0,93.0,296.0,307.0,58.0,322.0,595.0,455.0,168.0,274.0,345.0,129.0,52.0,143.0,47.0,667.0,230.0,1278.0,779.0,52.0,574.0,174.0,142.0,762.0,51.0,48.0,480.0,54.0,482.0,1589.0,18936.0,63.0,15.0,538.0,209.0,169.0,248.0,84.0
