date,hosp_Alabama,hosp_Alaska,hosp_Arizona,hosp_Arkansas,hosp_California,hosp_Colorado,hosp_Connecticut,hosp_Delaware,hosp_District of Columbia,hosp_Florida,hosp_Georgia,hosp_Hawaii,hosp_Idaho,hosp_Illinois,hosp_Indiana,hosp_Iowa,hosp_Kansas,hosp_Kentucky,hosp_Louisiana,hosp_Maine,hosp_Maryland,hosp_Massachusetts,hosp_Michigan,hosp_Minnesota,hosp_Mississippi,hosp_Missouri,hosp_Montana,hosp_Nebraska,hosp_Nevada,hosp_New Hampshire,hosp_New Jersey,hosp_New Mexico,hosp_New York,hosp_North Carolina,hosp_North Dakota,hosp_Ohio,hosp_Oklahoma,hosp_Oregon,hosp_Pennsylvania,hosp_Puerto Rico,hosp_Rhode Island,hosp_South Carolina,hosp_South Dakota,hosp_Tennessee,hosp_Texas,hosp_US,hosp_Utah,hosp_Vermont,hosp_Virginia,hosp_Washington,hosp_West Virginia,hosp_Wisconsin,hosp_Wyoming
2021-09-11,27.0,7.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0,4.0,12.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,6.0,0.0,9.0,15.0,6.0,4.0,13.0,2.0,12.0,24.0,0.0,4.0,1.0,2.0,33.0,293.0,1.0,0.0,17.0,0.0,3.0,0.0,0.0
2021-09-18,22.0,7.0,4.0,5.0,6.0,4.0,0.0,1.0,0.0,35.0,17.0,1.0,1.0,1.0,14.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,7.0,0.0,2.0,0.0,3.0,0.0,7.0,11.0,3.0,6.0,8.0,2.0,20.0,28.0,0.0,3.0,0.0,6.0,33.0,304.0,1.0,0.0,23.0,1.0,2.0,2.0,0.0
2021-09-25,19.0,7.0,2.0,4.0,15.0,3.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,25.0,9.0,2.0,5.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,7.0,3.0,9.0,8.0,0.0,4.0,9.0,0.0,10.0,20.0,0.0,2.0,0.0,3.0,35.0,300.0,2.0,0.0,14.0,0.0,4.0,12.0,0.0
2021-10-02,11.0,4.0,13.0,3.0,12.0,0.0,0.0,1.0,0.0,32.0,22.0,0.0,0.0,2.0,12.0,0.0,5.0,2.0,8.0,0.0,2.0,4.0,7.0,1.0,1.0,5.0,0.0,0.0,5.0,1.0,11.0,4.0,9.0,14.0,1.0,11.0,4.0,2.0,24.0,31.0,0.0,5.0,2.0,4.0,42.0,336.0,2.0,0.0,10.0,3.0,3.0,1.0,0.0
2021-10-09,18.0,0.0,27.0,4.0,14.0,6.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,12.0,0.0,9.0,8.0,7.0,0.0,2.0,7.0,4.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,6.0,2.0,10.0,14.0,1.0,8.0,20.0,4.0,24.0,27.0,0.0,6.0,2.0,11.0,44.0,379.0,2.0,0.0,12.0,0.0,10.0,5.0,0.0
2021-10-16,11.0,0.0,28.0,8.0,10.0,1.0,0.0,3.0,0.0,30.0,9.0,0.0,0.0,6.0,11.0,0.0,11.0,6.0,13.0,1.0,5.0,4.0,3.0,1.0,6.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,8.0,24.0,2.0,8.0,16.0,1.0,29.0,21.0,1.0,7.0,0.0,7.0,38.0,368.0,2.0,0.0,16.0,0.0,1.0,2.0,0.0
2021-10-23,11.0,1.0,4.0,7.0,17.0,4.0,0.0,0.0,0.0,48.0,21.0,0.0,0.0,2.0,7.0,0.0,11.0,2.0,7.0,0.0,6.0,8.0,3.0,1.0,14.0,1.0,0.0,0.0,4.0,1.0,12.0,4.0,9.0,36.0,0.0,12.0,12.0,1.0,29.0,22.0,0.0,6.0,2.0,11.0,34.0,410.0,3.0,0.0,23.0,0.0,4.0,10.0,0.0
2021-10-30,14.0,0.0,8.0,3.0,8.0,4.0,0.0,3.0,0.0,39.0,22.0,0.0,0.0,2.0,19.0,0.0,2.0,7.0,1.0,0.0,7.0,5.0,0.0,3.0,3.0,13.0,0.0,0.0,2.0,3.0,3.0,3.0,14.0,48.0,3.0,11.0,6.0,0.0,26.0,13.0,1.0,12.0,0.0,9.0,28.0,361.0,0.0,0.0,11.0,3.0,0.0,2.0,0.0
2021-11-06,8.0,0.0,10.0,10.0,19.0,6.0,0.0,1.0,0.0,45.0,24.0,0.0,0.0,2.0,15.0,1.0,0.0,6.0,8.0,0.0,4.0,5.0,1.0,1.0,6.0,6.0,0.0,0.0,5.0,0.0,5.0,1.0,19.0,38.0,1.0,15.0,7.0,0.0,17.0,31.0,1.0,11.0,0.0,14.0,45.0,410.0,0.0,0.0,17.0,0.0,4.0,1.0,0.0
2021-11-13,23.0,0.0,11.0,11.0,19.0,4.0,0.0,2.0,0.0,65.0,32.0,0.0,2.0,5.0,9.0,1.0,8.0,7.0,6.0,0.0,8.0,10.0,6.0,0.0,10.0,11.0,0.0,0.0,6.0,2.0,9.0,6.0,14.0,4.0,3.0,11.0,15.0,0.0,22.0,29.0,0.0,16.0,0.0,16.0,64.0,499.0,2.0,0.0,17.0,0.0,6.0,4.0,3.0
2021-11-20,29.0,0.0,11.0,9.0,25.0,4.0,2.0,6.0,0.0,76.0,22.0,0.0,3.0,8.0,18.0,0.0,5.0,11.0,1.0,2.0,3.0,10.0,6.0,2.0,10.0,8.0,0.0,0.0,9.0,0.0,18.0,1.0,24.0,3.0,1.0,9.0,14.0,1.0,30.0,22.0,0.0,14.0,3.0,13.0,50.0,521.0,1.0,0.0,23.0,1.0,5.0,6.0,2.0
2021-11-27,19.0,0.0,18.0,10.0,28.0,4.0,3.0,5.0,1.0,78.0,21.0,1.0,2.0,6.0,18.0,3.0,5.0,6.0,7.0,1.0,5.0,12.0,28.0,2.0,18.0,15.0,0.0,5.0,8.0,3.0,24.0,3.0,24.0,24.0,5.0,17.0,14.0,7.0,31.0,37.0,0.0,10.0,2.0,20.0,45.0,643.0,0.0,0.0,33.0,0.0,6.0,7.0,2.0
2021-12-04,32.0,0.0,33.0,15.0,54.0,18.0,14.0,9.0,1.0,90.0,39.0,0.0,0.0,23.0,33.0,0.0,4.0,5.0,18.0,5.0,9.0,21.0,27.0,15.0,22.0,31.0,0.0,19.0,7.0,0.0,41.0,6.0,47.0,22.0,7.0,44.0,21.0,3.0,68.0,27.0,3.0,16.0,6.0,25.0,55.0,1013.0,5.0,1.0,39.0,1.0,12.0,17.0,3.0
2021-12-11,23.0,0.0,30.0,11.0,66.0,30.0,16.0,10.0,3.0,92.0,52.0,0.0,1.0,25.0,37.0,4.0,8.0,7.0,30.0,2.0,5.0,25.0,58.0,28.0,8.0,39.0,1.0,18.0,6.0,6.0,48.0,2.0,82.0,42.0,3.0,43.0,36.0,6.0,87.0,22.0,3.0,21.0,9.0,38.0,74.0,1223.0,2.0,0.0,43.0,1.0,13.0,6.0,1.0
2021-12-18,34.0,2.0,44.0,14.0,70.0,41.0,16.0,13.0,0.0,107.0,48.0,0.0,2.0,28.0,49.0,2.0,16.0,9.0,35.0,1.0,34.0,26.0,56.0,42.0,19.0,53.0,3.0,13.0,3.0,11.0,72.0,4.0,83.0,45.0,7.0,77.0,38.0,7.0,80.0,23.0,1.0,21.0,2.0,49.0,90.0,1475.0,4.0,0.0,49.0,0.0,7.0,24.0,1.0
2021-12-25,20.0,7.0,68.0,15.0,118.0,53.0,25.0,10.0,0.0,116.0,48.0,1.0,3.0,27.0,121.0,5.0,22.0,11.0,44.0,1.0,31.0,38.0,68.0,75.0,32.0,85.0,3.0,30.0,9.0,5.0,56.0,5.0,66.0,98.0,14.0,91.0,85.0,3.0,97.0,23.0,4.0,36.0,27.0,58.0,93.0,1981.0,7.0,1.0,44.0,5.0,25.0,48.0,4.0
2022-01-01,60.0,8.0,149.0,33.0,97.0,63.0,21.0,17.0,0.0,126.0,69.0,0.0,6.0,49.0,96.0,13.0,33.0,10.0,59.0,2.0,10.0,63.0,102.0,112.0,54.0,126.0,17.0,45.0,8.0,8.0,56.0,3.0,78.0,180.0,46.0,180.0,151.0,8.0,119.0,15.0,3.0,50.0,30.0,84.0,107.0,2771.0,6.0,0.0,56.0,5.0,19.0,99.0,20.0
2022-01-08,25.0,3.0,79.0,42.0,93.0,27.0,8.0,9.0,0.0,86.0,37.0,0.0,4.0,26.0,60.0,15.0,47.0,5.0,25.0,4.0,9.0,56.0,57.0,103.0,35.0,74.0,21.0,32.0,17.0,2.0,41.0,3.0,42.0,174.0,39.0,85.0,122.0,3.0,93.0,22.0,2.0,20.0,22.0,67.0,118.0,1992.0,2.0,0.0,53.0,0.0,15.0,58.0,10.0
2022-01-15,33.0,15.0,37.0,34.0,81.0,29.0,2.0,6.0,0.0,132.0,31.0,0.0,3.0,42.0,46.0,11.0,34.0,19.0,11.0,0.0,17.0,50.0,46.0,61.0,36.0,74.0,13.0,24.0,3.0,10.0,36.0,2.0,47.0,114.0,31.0,68.0,94.0,5.0,67.0,19.0,1.0,17.0,26.0,41.0,83.0,1651.0,2.0,1.0,50.0,6.0,5.0,34.0,2.0
2022-01-22,22.0,12.0,27.0,21.0,64.0,9.0,11.0,5.0,0.0,74.0,51.0,0.0,3.0,18.0,28.0,12.0,18.0,23.0,7.0,0.0,4.0,55.0,31.0,43.0,17.0,50.0,13.0,19.0,5.0,5.0,15.0,0.0,22.0,47.0,22.0,24.0,33.0,4.0,42.0,18.0,1.0,10.0,18.0,27.0,99.0,1134.0,5.0,0.0,54.0,4.0,13.0,20.0,9.0
2022-01-29,18.0,1.0,39.0,18.0,30.0,11.0,2.0,1.0,0.0,61.0,35.0,0.0,2.0,7.0,33.0,7.0,7.0,23.0,10.0,1.0,9.0,39.0,31.0,18.0,14.0,54.0,5.0,29.0,9.0,1.0,21.0,0.0,17.0,25.0,13.0,37.0,38.0,4.0,33.0,13.0,2.0,10.0,11.0,28.0,92.0,950.0,6.0,0.0,50.0,4.0,8.0,22.0,1.0
2022-02-05,17.0,1.0,38.0,23.0,32.0,20.0,4.0,0.0,3.0,79.0,45.0,0.0,1.0,16.0,36.0,17.0,11.0,15.0,24.0,3.0,11.0,37.0,32.0,23.0,22.0,56.0,10.0,30.0,4.0,1.0,27.0,12.0,18.0,30.0,16.0,20.0,59.0,1.0,47.0,7.0,0.0,23.0,10.0,38.0,118.0,1137.0,6.0,0.0,47.0,6.0,9.0,31.0,1.0
2022-02-12,12.0,0.0,63.0,24.0,34.0,27.0,0.0,2.0,0.0,64.0,38.0,0.0,1.0,9.0,34.0,52.0,20.0,15.0,22.0,7.0,8.0,37.0,40.0,19.0,22.0,42.0,13.0,29.0,6.0,11.0,25.0,7.0,34.0,32.0,5.0,29.0,70.0,2.0,60.0,19.0,0.0,20.0,19.0,24.0,173.0,1256.0,4.0,0.0,39.0,8.0,5.0,28.0,2.0
2022-02-19,20.0,0.0,66.0,32.0,18.0,22.0,1.0,3.0,1.0,74.0,45.0,0.0,1.0,26.0,61.0,44.0,25.0,20.0,40.0,4.0,14.0,54.0,52.0,28.0,27.0,60.0,9.0,34.0,8.0,7.0,32.0,8.0,30.0,32.0,5.0,41.0,78.0,6.0,96.0,9.0,1.0,21.0,14.0,29.0,284.0,1573.0,6.0,0.0,37.0,5.0,12.0,29.0,2.0
2022-02-26,14.0,1.0,72.0,42.0,34.0,27.0,7.0,1.0,0.0,66.0,35.0,0.0,4.0,26.0,42.0,62.0,38.0,28.0,36.0,2.0,17.0,30.0,55.0,19.0,31.0,57.0,15.0,36.0,9.0,4.0,35.0,3.0,38.0,36.0,0.0,33.0,81.0,3.0,82.0,5.0,0.0,27.0,15.0,47.0,347.0,1666.0,6.0,1.0,41.0,7.0,17.0,27.0,5.0
2022-03-05,35.0,0.0,91.0,58.0,32.0,25.0,7.0,1.0,1.0,72.0,28.0,0.0,3.0,21.0,72.0,57.0,32.0,20.0,31.0,3.0,21.0,14.0,82.0,31.0,34.0,77.0,19.0,60.0,20.0,3.0,41.0,6.0,56.0,54.0,2.0,50.0,95.0,2.0,77.0,11.0,2.0,23.0,34.0,33.0,345.0,1942.0,12.0,0.0,38.0,12.0,30.0,64.0,5.0
2022-03-12,30.0,2.0,85.0,62.0,45.0,42.0,6.0,7.0,4.0,69.0,37.0,0.0,15.0,39.0,106.0,61.0,45.0,35.0,31.0,2.0,18.0,34.0,92.0,35.0,32.0,67.0,15.0,39.0,25.0,17.0,39.0,8.0,57.0,52.0,6.0,86.0,129.0,9.0,82.0,23.0,0.0,21.0,15.0,32.0,453.0,2247.0,14.0,0.0,33.0,14.0,27.0,46.0,4.0
2022-03-19,30.0,1.0,113.0,67.0,57.0,60.0,18.0,6.0,4.0,73.0,34.0,1.0,15.0,74.0,124.0,43.0,32.0,43.0,50.0,1.0,30.0,44.0,131.0,29.0,36.0,96.0,17.0,70.0,37.0,8.0,52.0,17.0,101.0,15.0,4.0,104.0,167.0,19.0,120.0,22.0,1.0,23.0,10.0,40.0,663.0,2878.0,18.0,0.0,37.0,19.0,48.0,50.0,4.0
2022-03-26,25.0,3.0,131.0,89.0,63.0,94.0,25.0,7.0,2.0,109.0,33.0,0.0,15.0,105.0,125.0,42.0,44.0,39.0,42.0,3.0,28.0,44.0,125.0,37.0,38.0,84.0,21.0,50.0,43.0,9.0,63.0,43.0,87.0,25.0,5.0,106.0,163.0,23.0,113.0,39.0,1.0,15.0,5.0,45.0,630.0,3008.0,8.0,8.0,44.0,25.0,21.0,58.0,6.0
2022-04-02,32.0,0.0,108.0,59.0,84.0,117.0,30.0,4.0,4.0,96.0,46.0,1.0,21.0,100.0,113.0,37.0,28.0,65.0,46.0,10.0,31.0,100.0,173.0,34.0,20.0,97.0,36.0,22.0,59.0,9.0,94.0,40.0,180.0,37.0,3.0,100.0,164.0,10.0,153.0,38.0,3.0,23.0,9.0,48.0,507.0,3182.0,18.0,6.0,45.0,19.0,44.0,55.0,4.0
2022-04-09,29.0,2.0,112.0,83.0,106.0,105.0,44.0,14.0,2.0,103.0,31.0,4.0,17.0,103.0,117.0,21.0,34.0,88.0,28.0,11.0,57.0,156.0,176.0,24.0,34.0,78.0,18.0,35.0,96.0,16.0,152.0,42.0,191.0,45.0,5.0,135.0,117.0,15.0,207.0,40.0,6.0,32.0,10.0,36.0,357.0,3331.0,13.0,12.0,46.0,26.0,42.0,50.0,8.0
2022-04-16,19.0,2.0,101.0,50.0,100.0,146.0,51.0,41.0,2.0,165.0,41.0,10.0,19.0,92.0,81.0,28.0,21.0,92.0,41.0,15.0,48.0,166.0,139.0,28.0,23.0,78.0,18.0,29.0,73.0,19.0,130.0,28.0,245.0,53.0,7.0,123.0,107.0,15.0,207.0,77.0,10.0,31.0,4.0,45.0,351.0,3415.0,17.0,8.0,56.0,37.0,49.0,69.0,8.0
2022-04-23,30.0,1.0,147.0,37.0,165.0,187.0,50.0,18.0,1.0,163.0,44.0,6.0,14.0,126.0,66.0,20.0,30.0,87.0,40.0,28.0,43.0,188.0,147.0,36.0,20.0,70.0,19.0,19.0,76.0,32.0,131.0,48.0,302.0,56.0,5.0,136.0,76.0,29.0,213.0,118.0,8.0,36.0,7.0,39.0,337.0,3646.0,8.0,8.0,51.0,35.0,41.0,51.0,1.0
2022-04-30,13.0,3.0,162.0,32.0,218.0,168.0,57.0,6.0,4.0,179.0,41.0,4.0,15.0,99.0,73.0,15.0,20.0,89.0,19.0,23.0,57.0,182.0,140.0,29.0,26.0,59.0,17.0,14.0,53.0,30.0,129.0,55.0,265.0,60.0,2.0,100.0,43.0,20.0,169.0,46.0,5.0,40.0,8.0,46.0,191.0,3250.0,3.0,6.0,66.0,41.0,38.0,65.0,5.0
2022-05-07,25.0,4.0,176.0,23.0,202.0,260.0,76.0,7.0,1.0,223.0,43.0,1.0,15.0,114.0,47.0,21.0,15.0,63.0,24.0,10.0,46.0,184.0,174.0,30.0,21.0,68.0,21.0,4.0,44.0,26.0,116.0,69.0,239.0,51.0,1.0,104.0,35.0,30.0,156.0,31.0,6.0,23.0,4.0,23.0,165.0,3225.0,17.0,7.0,47.0,58.0,23.0,46.0,6.0
2022-05-14,15.0,5.0,212.0,22.0,308.0,171.0,79.0,4.0,5.0,306.0,43.0,4.0,16.0,128.0,42.0,17.0,10.0,41.0,20.0,41.0,61.0,172.0,184.0,15.0,30.0,39.0,11.0,4.0,81.0,15.0,108.0,34.0,201.0,47.0,1.0,82.0,51.0,30.0,186.0,36.0,10.0,36.0,10.0,33.0,156.0,3300.0,11.0,3.0,47.0,54.0,23.0,36.0,4.0
2022-05-21,12.0,17.0,237.0,16.0,386.0,110.0,63.0,4.0,4.0,406.0,49.0,10.0,13.0,93.0,44.0,10.0,8.0,45.0,17.0,31.0,46.0,145.0,133.0,12.0,27.0,37.0,7.0,7.0,85.0,14.0,82.0,69.0,177.0,54.0,1.0,61.0,36.0,38.0,151.0,25.0,5.0,44.0,6.0,24.0,149.0,3170.0,7.0,0.0,42.0,65.0,14.0,28.0,4.0
2022-05-28,22.0,3.0,196.0,16.0,405.0,91.0,34.0,4.0,6.0,542.0,64.0,9.0,7.0,49.0,33.0,6.0,2.0,24.0,10.0,16.0,32.0,86.0,89.0,14.0,22.0,20.0,14.0,3.0,76.0,10.0,79.0,50.0,169.0,34.0,0.0,47.0,35.0,29.0,85.0,26.0,6.0,35.0,3.0,22.0,138.0,2800.0,1.0,2.0,39.0,57.0,8.0,24.0,6.0
2022-06-04,19.0,2.0,216.0,19.0,445.0,76.0,20.0,9.0,5.0,682.0,65.0,4.0,12.0,41.0,28.0,6.0,3.0,26.0,12.0,12.0,19.0,50.0,70.0,6.0,23.0,31.0,23.0,6.0,62.0,8.0,53.0,55.0,124.0,26.0,3.0,46.0,36.0,29.0,66.0,30.0,6.0,35.0,1.0,25.0,121.0,2802.0,6.0,0.0,45.0,65.0,7.0,16.0,7.0
2022-06-11,19.0,6.0,97.0,22.0,409.0,39.0,36.0,6.0,2.0,570.0,42.0,3.0,7.0,17.0,11.0,9.0,3.0,26.0,24.0,17.0,19.0,50.0,35.0,4.0,15.0,18.0,10.0,9.0,82.0,4.0,49.0,31.0,104.0,45.0,2.0,23.0,27.0,18.0,56.0,20.0,1.0,33.0,1.0,20.0,106.0,2286.0,3.0,3.0,41.0,57.0,13.0,15.0,7.0
2022-06-18,17.0,1.0,57.0,13.0,315.0,28.0,14.0,2.0,2.0,486.0,36.0,4.0,7.0,25.0,21.0,6.0,1.0,7.0,14.0,3.0,22.0,17.0,23.0,10.0,14.0,25.0,1.0,3.0,56.0,2.0,46.0,17.0,92.0,63.0,0.0,23.0,28.0,12.0,47.0,31.0,2.0,24.0,2.0,29.0,137.0,1890.0,2.0,2.0,36.0,44.0,8.0,9.0,4.0
2022-06-25,15.0,3.0,38.0,16.0,249.0,9.0,6.0,3.0,3.0,319.0,25.0,6.0,2.0,20.0,23.0,6.0,4.0,16.0,9.0,5.0,22.0,18.0,16.0,0.0,23.0,20.0,0.0,6.0,30.0,1.0,25.0,7.0,66.0,60.0,0.0,14.0,28.0,8.0,40.0,17.0,1.0,34.0,3.0,22.0,123.0,1486.0,4.0,0.0,44.0,64.0,6.0,7.0,0.0
2022-07-02,8.0,2.0,16.0,12.0,199.0,14.0,8.0,1.0,1.0,223.0,34.0,3.0,3.0,8.0,18.0,4.0,4.0,4.0,5.0,2.0,14.0,9.0,11.0,1.0,17.0,13.0,4.0,9.0,23.0,3.0,15.0,15.0,45.0,41.0,0.0,14.0,26.0,3.0,43.0,28.0,0.0,16.0,1.0,28.0,96.0,1170.0,7.0,3.0,47.0,55.0,5.0,8.0,1.0
2022-07-09,25.0,3.0,15.0,5.0,125.0,11.0,5.0,1.0,2.0,175.0,24.0,3.0,4.0,11.0,10.0,4.0,3.0,8.0,2.0,1.0,15.0,12.0,11.0,2.0,21.0,16.0,2.0,5.0,22.0,1.0,18.0,0.0,36.0,16.0,0.0,9.0,27.0,0.0,41.0,17.0,0.0,16.0,0.0,13.0,78.0,884.0,0.0,1.0,27.0,31.0,7.0,1.0,2.0
2022-07-16,22.0,0.0,14.0,20.0,104.0,10.0,3.0,1.0,1.0,136.0,27.0,0.0,5.0,12.0,13.0,0.0,1.0,8.0,5.0,0.0,8.0,17.0,7.0,2.0,21.0,12.0,2.0,7.0,16.0,0.0,21.0,6.0,38.0,43.0,1.0,7.0,24.0,7.0,26.0,16.0,1.0,9.0,0.0,8.0,110.0,861.0,0.0,1.0,26.0,30.0,8.0,2.0,3.0
2022-07-23,11.0,0.0,19.0,14.0,67.0,9.0,6.0,0.0,0.0,105.0,26.0,1.0,0.0,4.0,7.0,1.0,4.0,4.0,15.0,2.0,5.0,11.0,7.0,3.0,23.0,19.0,0.0,1.0,4.0,2.0,8.0,5.0,10.0,39.0,2.0,11.0,6.0,1.0,34.0,15.0,0.0,16.0,6.0,15.0,105.0,708.0,0.0,0.0,38.0,23.0,4.0,0.0,0.0
2022-07-30,16.0,0.0,20.0,7.0,49.0,9.0,3.0,2.0,0.0,88.0,31.0,2.0,1.0,13.0,15.0,0.0,5.0,7.0,2.0,0.0,4.0,4.0,4.0,3.0,18.0,12.0,0.0,3.0,5.0,2.0,9.0,3.0,17.0,14.0,0.0,8.0,7.0,1.0,28.0,18.0,0.0,20.0,10.0,21.0,84.0,619.0,1.0,0.0,35.0,13.0,1.0,2.0,2.0
2022-08-06,15.0,0.0,11.0,6.0,41.0,12.0,3.0,0.0,2.0,81.0,34.0,3.0,2.0,13.0,14.0,1.0,2.0,7.0,5.0,0.0,4.0,12.0,1.0,2.0,20.0,24.0,0.0,3.0,2.0,1.0,17.0,2.0,11.0,2.0,1.0,4.0,22.0,1.0,29.0,13.0,0.0,11.0,5.0,46.0,87.0,623.0,0.0,0.0,19.0,17.0,9.0,6.0,0.0
2022-08-13,16.0,1.0,11.0,9.0,40.0,10.0,1.0,1.0,0.0,89.0,11.0,1.0,0.0,12.0,5.0,1.0,2.0,8.0,7.0,2.0,5.0,8.0,3.0,5.0,14.0,15.0,0.0,0.0,1.0,1.0,9.0,11.0,11.0,11.0,3.0,1.0,11.0,2.0,31.0,24.0,0.0,11.0,7.0,18.0,85.0,572.0,3.0,0.0,38.0,15.0,1.0,1.0,0.0
2022-08-20,12.0,1.0,15.0,3.0,39.0,11.0,2.0,1.0,0.0,72.0,18.0,1.0,2.0,12.0,11.0,4.0,3.0,6.0,7.0,0.0,8.0,5.0,2.0,0.0,15.0,15.0,1.0,6.0,2.0,0.0,11.0,6.0,16.0,13.0,0.0,12.0,6.0,0.0,44.0,15.0,0.0,9.0,7.0,16.0,110.0,574.0,1.0,0.0,19.0,12.0,2.0,1.0,0.0
2022-08-27,19.0,1.0,19.0,4.0,30.0,2.0,8.0,1.0,1.0,77.0,19.0,1.0,1.0,16.0,15.0,1.0,1.0,4.0,8.0,0.0,7.0,10.0,2.0,1.0,13.0,5.0,0.0,9.0,6.0,0.0,14.0,7.0,25.0,13.0,0.0,12.0,8.0,0.0,31.0,22.0,0.0,8.0,7.0,15.0,97.0,576.0,0.0,0.0,24.0,7.0,3.0,2.0,0.0
2022-09-03,23.0,0.0,17.0,7.0,33.0,1.0,4.0,3.0,0.0,68.0,20.0,2.0,3.0,10.0,20.0,3.0,2.0,7.0,8.0,0.0,0.0,8.0,1.0,1.0,22.0,10.0,0.0,8.0,4.0,0.0,10.0,17.0,23.0,9.0,3.0,13.0,7.0,0.0,32.0,28.0,0.0,13.0,7.0,15.0,95.0,601.0,1.0,1.0,29.0,8.0,2.0,3.0,0.0
2022-09-10,10.0,5.0,5.0,6.0,37.0,2.0,3.0,0.0,0.0,56.0,37.0,1.0,0.0,5.0,26.0,0.0,1.0,18.0,15.0,0.0,4.0,4.0,9.0,1.0,18.0,4.0,0.0,2.0,6.0,0.0,12.0,11.0,15.0,13.0,0.0,16.0,11.0,1.0,38.0,39.0,0.0,8.0,7.0,25.0,113.0,615.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0
2022-09-17,17.0,0.0,7.0,5.0,21.0,3.0,5.0,2.0,0.0,79.0,36.0,2.0,0.0,4.0,26.0,1.0,0.0,5.0,20.0,0.0,8.0,3.0,2.0,0.0,36.0,6.0,1.0,9.0,6.0,3.0,10.0,4.0,20.0,17.0,0.0,7.0,13.0,0.0,32.0,47.0,0.0,9.0,7.0,18.0,123.0,658.0,0.0,0.0,27.0,16.0,1.0,0.0,0.0
2022-09-24,19.0,0.0,9.0,7.0,35.0,4.0,3.0,0.0,1.0,78.0,42.0,3.0,3.0,15.0,32.0,2.0,1.0,10.0,20.0,0.0,3.0,4.0,7.0,2.0,20.0,8.0,0.0,2.0,10.0,1.0,15.0,6.0,11.0,11.0,1.0,11.0,6.0,2.0,34.0,43.0,0.0,17.0,7.0,33.0,129.0,696.0,1.0,0.0,16.0,7.0,1.0,4.0,0.0
2022-10-01,23.0,2.0,10.0,10.0,68.0,3.0,2.0,0.0,0.0,78.0,49.0,4.0,3.0,10.0,38.0,9.0,3.0,4.0,39.0,0.0,7.0,4.0,4.0,2.0,29.0,12.0,2.0,18.0,15.0,1.0,21.0,14.0,28.0,21.0,0.0,15.0,8.0,1.0,45.0,49.0,1.0,18.0,10.0,40.0,129.0,891.0,0.0,0.0,29.0,11.0,1.0,1.0,0.0
2022-10-08,38.0,0.0,18.0,22.0,92.0,2.0,2.0,0.0,1.0,113.0,82.0,5.0,1.0,12.0,46.0,6.0,7.0,7.0,41.0,1.0,17.0,6.0,12.0,12.0,60.0,6.0,0.0,20.0,32.0,0.0,24.0,25.0,38.0,20.0,0.0,18.0,7.0,0.0,59.0,40.0,1.0,33.0,10.0,44.0,225.0,1276.0,0.0,1.0,48.0,15.0,5.0,1.0,1.0
2022-10-15,81.0,5.0,11.0,37.0,87.0,3.0,6.0,0.0,2.0,101.0,108.0,6.0,1.0,28.0,56.0,7.0,4.0,23.0,69.0,0.0,27.0,7.0,15.0,3.0,67.0,10.0,0.0,11.0,12.0,0.0,32.0,24.0,48.0,34.0,1.0,32.0,15.0,3.0,77.0,54.0,0.0,42.0,12.0,62.0,311.0,1618.0,3.0,0.0,53.0,13.0,11.0,2.0,2.0
2022-10-22,130.0,1.0,24.0,47.0,121.0,14.0,11.0,1.0,5.0,124.0,118.0,3.0,1.0,39.0,70.0,9.0,17.0,13.0,97.0,0.0,44.0,9.0,12.0,14.0,88.0,23.0,0.0,12.0,14.0,1.0,35.0,26.0,43.0,71.0,2.0,34.0,30.0,6.0,91.0,54.0,2.0,70.0,13.0,89.0,481.0,2243.0,6.0,1.0,77.0,21.0,16.0,11.0,2.0
2022-10-29,249.0,11.0,29.0,77.0,199.0,27.0,36.0,4.0,12.0,241.0,178.0,7.0,1.0,106.0,103.0,17.0,20.0,66.0,176.0,3.0,105.0,15.0,48.0,37.0,148.0,50.0,3.0,12.0,11.0,0.0,67.0,53.0,106.0,185.0,2.0,106.0,59.0,5.0,169.0,73.0,0.0,156.0,9.0,126.0,708.0,4108.0,12.0,1.0,172.0,33.0,56.0,15.0,4.0
2022-11-05,350.0,15.0,79.0,134.0,416.0,35.0,38.0,10.0,33.0,290.0,206.0,7.0,16.0,161.0,143.0,18.0,35.0,124.0,180.0,3.0,156.0,30.0,55.0,83.0,261.0,69.0,6.0,31.0,29.0,3.0,166.0,90.0,190.0,283.0,5.0,183.0,49.0,32.0,232.0,103.0,3.0,248.0,9.0,240.0,968.0,6303.0,6.0,0.0,307.0,43.0,89.0,33.0,8.0
