date,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,District of Columbia,Delaware,Florida,Georgia,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Massachusetts,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming,US
2022-11-12,4.468509998042177,112.92215687393113,40.09017981576208,-5.604465596020341,110.29472461084526,5.831291524323661,7.627881871014095,1.0385160516409913,-0.9899676264927308,140.38925024655038,130.33886309179434,5.664096653873538,6.7984528345889625,2.9187184056292113,26.6630235720111,52.86279946617998,1.1901623863422874,33.59670934826456,69.05044542834217,13.872114212041184,29.712075085375474,-1.0100757311987139,17.72809590317602,4.267169522701827,16.628466451569498,73.39137518213091,0.018024962271361293,20.315121434569257,1.639137671341612,11.956600874591793,0.5606222545680619,48.31645511757711,28.207512747489233,11.66557721772426,60.63587602257151,35.10042517368362,22.05716470937523,6.0425542548876585,75.96953835077257,-1.7605550108301506,57.58118223573074,10.033649150644527,71.02405201232679,367.01994778320346,3.649000219137478,62.253828704822844,0.1807711650598191,11.945371166777962,3.877864102722156,15.73408747394441,4.665279028598332,2141.5011864944413
2022-11-19,0.7837333794679426,180.73290589932108,50.70312463194422,30.5496736054451,152.51151139232044,13.852086276938032,16.549657730101128,2.5063709446631233,7.209913263555082,156.5021941889809,118.79159352935682,3.626709145975319,7.852918211295868,4.022597697474433,46.173657849553024,79.24860275438898,10.744990122663856,20.374518773758993,94.8710658770736,10.81143210254092,42.41758757691606,1.9999943545162768,18.021316626923753,12.267015324192226,28.681980760146544,88.83519830324033,0.017248209801814393,69.49256666687825,0.7749286755851839,12.177905072567546,-0.5231843405207846,42.45791303215097,22.827541307114394,19.04100571395093,51.68510485184314,30.936001669540648,45.87849253711873,9.57295935030525,93.18527803731209,2.9183731222185147,97.42151377874893,12.041628314878638,91.0638621020593,577.773432446963,4.636008239919686,95.22109659475353,0.8174476367753459,25.536263365076838,6.94189610398789,17.21314117659496,3.912113709965253,3042.9875177604576
2022-11-26,9.601968904849517,451.56108193582986,92.0246747883635,40.819845590793236,278.7018058902638,26.853004853977723,55.33902199776856,9.078183879273404,5.712335035486093,338.3189585030038,202.542258148252,7.24183048696573,16.84149664122888,2.9933919703170275,113.39537318238118,99.10883067341351,22.885852895518504,96.63666969188412,207.87699367381506,24.920910787292957,99.2173670425935,4.132243643892795,77.72855404595884,30.964256223205354,51.54812095553691,195.4952083272275,2.5339004959843345,277.0015854905815,3.7689972561511613,17.06918945239926,0.9350951413776947,110.2885966975998,52.66826554381635,13.784545280118985,169.19666620610354,110.29710881732014,98.11466995775181,12.954490876409027,175.3907471516972,-1.8787038314637132,241.32821442620534,11.599604966125716,138.89851222433023,845.49303122254,13.728450274996908,312.52649605855294,1.085752352588324,33.67757667147713,19.963706291698827,61.68715534349417,5.505809816206076,6922.958434312495
2022-12-03,15.078777215741406,506.2832335242887,155.19880290584013,93.9949716054332,608.6164950582208,46.91663089551024,63.45395042424567,45.11240470981895,19.0812308054019,368.4458880996378,220.94537709471837,6.793375125137661,14.31403037840858,13.326570791074419,182.9106540034291,157.79401296515846,38.80458920881526,160.63219474403067,178.6095500849891,54.852995008155375,161.69712745858206,8.219112644404962,80.79988250464746,88.08580030980279,94.13056851133985,492.38890591826845,5.222730138423695,399.58613827143586,10.300427360630763,46.63672525807321,1.2062310573270785,290.1684483765705,114.10418627051784,30.85948776792332,270.0508898499111,211.85957985084124,55.43558401573838,56.76092394050881,287.3592104095525,6.042177269088712,469.8547304311839,11.389140986007288,268.0937988655603,1106.8077482038836,9.709499575378793,613.2739066017205,1.0750115841924242,49.41759801710271,49.98102594711106,97.2512579867468,10.067506979778365,9638.537436670946
2022-12-10,14.131538437463233,295.5644305273473,267.3519224082786,154.06203517555664,1505.4364271506156,83.85877185533224,83.76020427046792,60.12365858313869,20.665691913839304,585.9881534260336,273.7991367477834,17.790331679362936,21.763524437441323,11.85647099250579,295.62891949937836,165.2108545345592,45.31605533651847,395.04860886566706,191.9574782657125,50.25438624425689,259.07443564016273,10.253744800314578,142.68083333415103,187.19608100304646,140.46157957135944,227.36779715998517,10.539037686561645,539.9009792700953,8.825407516465154,42.15906082400819,7.521072453304702,551.1755053421687,197.469931235906,76.81862410748799,452.5651671387607,288.62682563558286,110.65535034135988,77.32275397218005,497.77527420252363,11.888459490232691,251.22527921547723,19.517245523791267,416.15793998757056,1173.408542245783,13.386173945214923,425.84026631149595,0.8388810257525653,109.66905636495842,46.96161470068233,186.1667309331958,8.828790496434225,12738.804920875804
2022-12-17,37.10899900556578,199.34340722403132,248.7324695135784,344.11344423934116,2948.606664650313,160.7956704062284,117.38229195941463,35.71939203089225,62.95674143922756,634.3971174716635,222.37358158199189,15.46608887936712,32.13315964206121,48.32274437770208,461.2312955397458,258.08951033578774,75.1690603592868,442.41967121193403,206.39255094700025,110.87849687576536,272.47617481885254,13.063430360212699,220.24739581588796,394.74385088604487,278.87718179197617,261.0333996882384,15.520590511524992,403.79959220415174,17.766849654168613,42.88166456550465,17.6593996819225,491.45319306997465,218.17149008500996,152.212721839367,913.3838301333423,378.98623461498926,240.50196475393744,202.74269883496981,576.2476767348594,4.225692988218885,216.5145039743432,19.075623638419327,316.6895230620432,1257.6026759555211,9.942065904784128,231.35615541989296,1.9479149673415295,336.54703598493626,106.59738797095727,168.19856313637436,36.143687313223644,16361.815966347403
2022-12-24,75.90214051859944,250.3810067500395,552.4926727136183,931.1372004081016,5072.9447252864975,224.08706090594671,422.36120041147075,79.2530337944436,30.9126619252862,1015.3551225662159,245.48668269516872,13.164922452778843,104.45455231231078,181.1528795020878,1398.5976375821958,651.2387948714578,327.5332833813711,873.3276841558159,262.8440044810699,325.0046259199884,446.82343989049866,42.50036373684569,333.87765578176646,717.6150870092908,876.8704180040735,291.47760672625384,42.91513064067381,572.3027165425862,30.988955359831134,81.15226817466754,11.789409500863606,882.8429638106796,207.1761548213628,357.74958565188956,1650.33088759942,945.7460112522308,932.9638089413498,988.345619771576,989.0537393244687,22.97510431636124,238.2847406273702,75.75745889441936,564.2603051793876,2677.6996663584932,44.837117768254444,496.3950344031469,12.622711674689596,1625.4887718677455,398.5210985789821,314.23229543380614,40.72327659819485,33525.05379542775
2022-12-31,62.64185266837252,435.02020154082265,705.3743546346889,1228.2037216305841,5296.441228851689,216.57404818837523,1045.2441914029623,89.79096566891768,92.45565758396563,1237.9804086569998,325.828117994825,9.636583511422684,346.91557282689547,257.957266147284,1512.398286268054,1561.4039967900262,668.2646841477203,1543.1423228872889,358.07185532180733,1053.4206528766845,645.599146931191,188.21913041780388,661.9279702411809,822.8437950194519,1628.668088759013,296.7894995984708,83.77967821140618,1189.2561063541866,91.00079363456989,129.9146778860176,35.887621004354045,1436.8480980618713,465.1450175347169,667.2057688539027,2517.4686228321193,1529.4634974748124,2357.8650271580955,807.566287503229,2425.422054570084,28.494113601371794,301.49230511425776,96.51391779130584,1129.3122646672825,2908.3245235936565,36.896248213115236,654.6896486904843,29.58776531569345,1151.596451466731,993.926699618683,577.5000993620926,93.13752637254173,46536.20272201462
2023-01-07,73.15394769815092,203.57694926287436,377.6425836704836,861.2887275293867,1899.4855626473939,234.31326106847192,543.0554774059245,35.53664742645865,30.82302577737917,751.5780546762014,166.161780368471,12.316241351216913,237.62336819671316,211.74460609313763,863.3720926612168,1185.3121200260011,267.3117969339511,592.9938352449323,254.63188989725364,1053.2618540309,355.5680093003043,117.81629415147346,904.5118361247875,412.89606504425234,789.0825357166462,183.61595341608023,175.97760453568338,459.6968789197058,89.72103710054901,135.92255483716914,66.03344916800128,647.4141384400544,469.29327951800593,427.3983778006644,1963.4931473389688,1089.2109738278486,857.5065422705215,910.5909235343145,1060.5670945735446,89.85717056627107,98.2625064131692,102.80524130182346,485.0780239753344,1582.9432374516425,66.85903544868701,357.08213308656667,66.42166706068873,593.5582589510847,538.745742880847,249.49101313764862,60.2425774453701,20205.594228984144
2023-01-14,67.98637268811285,147.75979771079218,265.36346598183934,397.8759174983635,1284.928833480583,241.9212345601469,401.9866070471639,22.768235746944434,15.481269929906412,905.7435034958762,109.03480983329108,13.613712031476709,432.7977726480147,419.9508912974249,603.1704539081767,656.6498572889162,254.3869887079822,381.4479117771676,93.65604572199474,827.734230867746,245.35702937077303,340.1195432378156,1254.2730346451262,249.2974868796955,751.7146754869381,135.56221594604526,126.00182885981411,348.45963853132355,130.5961232416258,177.3222742465251,81.8313593943829,607.2419407121786,330.46922126043626,230.76551239390807,2325.5330946742,1067.803284166378,811.4615718906628,748.970639972837,1055.5081162169658,42.3331761909879,147.22138938741983,150.78078086468335,230.61808936848513,1521.1735856436787,36.015683670563476,283.5630357239804,89.20476919382567,853.3118424984184,496.47663820620585,194.8939531821248,43.382152429798346,22953.483195404162
